,site,target_name,sample_name,Ct_mean,Ct_sd,quantity_mean,quantity_sd,run,Date_collected,ID,species,host_plant,date_processed,pollen,dil.factor,apiary_near_far,genome_copbee,ACT_genome_copbee,norm_genome_copbee,norm_genome_copbeeHB,Ct_mean_hb,HBCollected,virusBINY_PreFilter,virusBINY,HB_Abun,HBSiteBin,ShannonDIV,SimpsonDIV,FisherDIV,Density,Name,Migratory,City,SBPV_PA,SBPV_CPB,ABPV_PA,ABPV_CPB,IAPV_PA,IAPV_CPB,DWV_PA,DWV_CPB,LSV.2_PA,LSV.2_CPB,CBPV_PA,CBPV_CPB,KBV_PA,KBV_CPB,VarroaTHR_PA,Varroa100,NosemaPA,NosemaCount,Apiary_name,lat,long,elevation,town,apiaryNotes,apiary,siteNotes,sumApiaries,sumColonies
247,FERL,BQCV,290,21.885,0.126,5688.54,477.207,58,7/23/15,FERL11,Bimaculatus,Hypericum perforatum,4/18/16,1,9.3055,1,52934708.97,4641949851,16024685.86,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
240,FERL,DWV,290,NA,NA,NA,NA,58,7/23/15,FERL11,Bimaculatus,Hypericum perforatum,4/18/16,1,9.3055,1,0,4641949851,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
285,FERL,IAPV,290,37.493,NA,0.623,NA,58,7/23/15,FERL11,Bimaculatus,Hypericum perforatum,4/18/16,1,9.3055,1,5797.3265,4641949851,0,0,NA,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
286,FERL,BQCV,295,22.515,0.274,3757.22,685.041,58,7/23/15,FERL9,Bimaculatus,Hypericum perforatum,4/18/16,1,13.6205,1,51175215.01,6061668137,11863612.67,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
246,FERL,DWV,295,31.141,0.61,14.6,5.621,58,7/23/15,FERL9,Bimaculatus,Hypericum perforatum,4/18/16,1,13.6205,1,198859.3,6061668137,46100.24031,5038.476126,31.397,1,1,1,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
300,FERL,IAPV,295,37.122,NA,0.791,NA,58,7/23/15,FERL9,Bimaculatus,Hypericum perforatum,4/18/16,1,13.6205,1,10773.8155,6061668137,0,0,NA,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
275,FERL,BQCV,300,27.395,0.349,144.312,33.412,59,7/23/15,FERL1,Bimaculatus,Hypericum perforatum,4/20/16,1,6.7775,1,978074.58,541420790.8,2538554.443,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
296,FERL,DWV,300,NA,NA,NA,NA,59,7/23/15,FERL1,Bimaculatus,Hypericum perforatum,4/20/16,1,6.7775,1,0,541420790.8,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
299,FERL,IAPV,300,NA,NA,NA,NA,59,7/23/15,FERL1,Bimaculatus,Hypericum perforatum,4/20/16,1,6.7775,1,0,541420790.8,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
256,FERL,BQCV,301,23.423,0.021,2029.548,29.013,59,7/23/15,FERL20,Bimaculatus,Vicia cracca,4/20/16,0,1.5525,1,3150873.27,121559282.9,36424386.49,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
291,FERL,DWV,301,NA,NA,NA,NA,59,7/23/15,FERL20,Bimaculatus,Vicia cracca,4/20/16,0,1.5525,1,0,121559282.9,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
263,FERL,IAPV,301,38.28,NA,0.375,NA,59,7/23/15,FERL20,Bimaculatus,Vicia cracca,4/20/16,0,1.5525,1,582.1875,121559282.9,0,0,NA,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
253,FERL,BQCV,303,28.788,0.33,56.743,12.411,59,7/23/15,FERL2,Bimaculatus,Hypericum perforatum,4/20/16,1,5.516,1,312994.388,664993101.5,661407.0955,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
260,FERL,DWV,303,NA,NA,NA,NA,59,7/23/15,FERL2,Bimaculatus,Hypericum perforatum,4/20/16,1,5.516,1,0,664993101.5,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
259,FERL,IAPV,303,NA,NA,NA,NA,59,7/23/15,FERL2,Bimaculatus,Hypericum perforatum,4/20/16,1,5.516,1,0,664993101.5,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
242,FERL,BQCV,310,26.361,0.004,284.33,0.742,59,7/23/15,FERL31,Bimaculatus,Hypericum perforatum,4/20/16,1,8.896,1,2529399.68,838191528.3,4240564.089,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
257,FERL,DWV,310,NA,NA,NA,NA,59,7/23/15,FERL31,Bimaculatus,Hypericum perforatum,4/20/16,1,8.896,1,0,838191528.3,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
293,FERL,IAPV,310,NA,NA,NA,NA,59,7/23/15,FERL31,Bimaculatus,Hypericum perforatum,4/20/16,1,8.896,1,0,838191528.3,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
273,FERL,BQCV,311,22.406,0.149,4015.93,399.01,60,7/23/15,FERL26,Bimaculatus,Hypericum perforatum,4/20/16,1,8.0795,1,32446706.44,4184495858,10896246.42,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
292,FERL,DWV,311,35.951,2.821,1.221,1.484,60,7/23/15,FERL26,Bimaculatus,Hypericum perforatum,4/20/16,1,8.0795,1,9865.0695,4184495858,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
295,FERL,IAPV,311,34.001,NA,5.89,NA,60,7/23/15,FERL26,Bimaculatus,Hypericum perforatum,4/20/16,1,8.0795,1,47588.255,4184495858,0,0,NA,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
284,FERL,BQCV,117,39.275,NA,0.05,NA,37,7/23/15,FERL4,Vagans,Hypericum perforatum,11/19/15,1,5.577,1,278.85,1946303622,0,419532554.7,14.164,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
243,FERL,DWV,117,32.864,NA,4.604,NA,37,7/23/15,FERL4,Vagans,Hypericum perforatum,11/19/15,1,5.577,1,25676.508,1946303622,18538.50923,5038.476126,31.397,1,1,1,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
297,FERL,IAPV,117,NA,NA,NA,NA,37,7/23/15,FERL4,Vagans,Hypericum perforatum,11/19/15,1,5.577,1,0,1946303622,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
287,FERL,BQCV,118,34.171,0.108,1.533,0.111,37,7/23/15,FERL15,Vagans,Vicia cracca,11/19/15,1,6.37,1,9765.21,1167910325,0,419532554.7,14.164,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
269,FERL,DWV,118,37.11,NA,0.295,NA,37,7/23/15,FERL15,Vagans,Vicia cracca,11/19/15,1,6.37,1,1879.15,1167910325,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
294,FERL,IAPV,118,NA,NA,NA,NA,37,7/23/15,FERL15,Vagans,Vicia cracca,11/19/15,1,6.37,1,0,1167910325,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
267,FERL,BQCV,120,27.712,0.161,115.457,12.441,37,7/23/15,FERLX,Vagans,Hypericum perforatum,11/19/15,1,4.0405,1,466504.0085,633878125,1034186.952,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
252,FERL,DWV,120,34.673,1.093,1.61,1.053,37,7/23/15,FERLX,Vagans,Hypericum perforatum,11/19/15,1,4.0405,1,6505.205,633878125,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
265,FERL,IAPV,120,NA,NA,NA,NA,37,7/23/15,FERLX,Vagans,Hypericum perforatum,11/19/15,1,4.0405,1,0,633878125,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
271,FERL,BQCV,123,32.562,1.297,5.364,4.147,37,7/23/15,FERL27,Vagans,Hypericum perforatum,11/19/15,1,2.143,1,11495.052,409348316.6,0,419532554.7,14.164,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
245,FERL,DWV,123,NA,NA,NA,NA,37,7/23/15,FERL27,Vagans,Hypericum perforatum,11/19/15,1,2.143,1,0,409348316.6,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
302,FERL,IAPV,123,38.099,NA,0,NA,37,7/23/15,FERL27,Vagans,Hypericum perforatum,11/19/15,1,2.143,1,0,409348316.6,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
274,FERL,BQCV,124,27.129,0.203,170.912,23.086,37,7/23/15,FERL19,Vagans,Vicia cracca,11/19/15,1,3.902,1,666898.624,1111092783,843449.2058,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
255,FERL,DWV,124,NA,NA,NA,NA,37,7/23/15,FERL19,Vagans,Vicia cracca,11/19/15,1,3.902,1,0,1111092783,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
268,FERL,IAPV,124,NA,NA,NA,NA,37,7/23/15,FERL19,Vagans,Vicia cracca,11/19/15,1,3.902,1,0,1111092783,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
276,FERL,BQCV,125,27.046,0.378,182.652,45.694,38,7/23/15,FERL10,Vagans,Hypericum perforatum,11/19/15,1,8.085,1,1476741.42,1597111304,1299327.743,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
288,FERL,DWV,125,39.491,NA,0.063,NA,38,7/23/15,FERL10,Vagans,Hypericum perforatum,11/19/15,1,8.085,1,509.355,1597111304,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
279,FERL,IAPV,125,NA,NA,NA,NA,38,7/23/15,FERL10,Vagans,Hypericum perforatum,11/19/15,1,8.085,1,0,1597111304,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
277,FERL,BQCV,126,22.942,0.005,2800.109,8.791,38,7/23/15,FERL13,Vagans,Vicia cracca,11/19/15,0,2.41,1,6748262.69,770272535.6,12311104.16,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
290,FERL,DWV,126,25.519,0.004,535.062,1.272,38,7/23/15,FERL13,Vagans,Vicia cracca,11/19/15,0,2.41,1,1289499.42,770272535.6,2352481.284,5038.476126,31.397,1,1,1,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
282,FERL,IAPV,126,NA,NA,NA,NA,38,7/23/15,FERL13,Vagans,Vicia cracca,11/19/15,0,2.41,1,0,770272535.6,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
280,FERL,BQCV,130,23.039,0.116,2626.665,203.56,38,7/23/15,FERL14,Vagans,Vicia cracca,11/19/15,1,2.0685,1,5433256.553,313805970.9,24330355.17,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
244,FERL,DWV,130,NA,NA,NA,NA,38,7/23/15,FERL14,Vagans,Vicia cracca,11/19/15,1,2.0685,1,0,313805970.9,0,5038.476126,31.397,1,0,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
278,FERL,IAPV,130,NA,NA,NA,NA,38,7/23/15,FERL14,Vagans,Vicia cracca,11/19/15,1,2.0685,1,0,313805970.9,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
261,FERL,BQCV,135,34.969,0.818,0.965,0.503,38,7/23/15,FERL17,Vagans,Hypericum perforatum,11/19/15,1,5.589,1,5393.385,1968846308,0,419532554.7,14.164,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
251,FERL,DWV,135,34.305,NA,1.811,NA,38,7/23/15,FERL17,Vagans,Hypericum perforatum,11/19/15,1,5.589,1,10121.679,1968846308,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
281,FERL,IAPV,135,NA,NA,NA,NA,38,7/23/15,FERL17,Vagans,Hypericum perforatum,11/19/15,1,5.589,1,0,1968846308,0,0,NA,1,0,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
301,FERL,BQCV,149,28.836,0.232,54.631,8.442,40,7/23/15,FERL8,Vagans,Hypericum perforatum,12/8/15,1,5.98,1,326693.38,1454186201,315696.4905,419532554.7,14.164,1,1,1,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
241,FERL,DWV,149,33.714,NA,2.656,NA,40,7/23/15,FERL8,Vagans,Hypericum perforatum,12/8/15,1,5.98,1,15882.88,1454186201,0,5038.476126,31.397,1,1,0,0,Low,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
298,FERL,IAPV,149,36.388,NA,1.268,NA,40,7/23/15,FERL8,Vagans,Hypericum perforatum,12/8/15,1,5.98,1,7582.64,1454186201,0,0,NA,1,1,0,0,NA,0.797788845,0.44511214,0.874579171,26.5,Palmer,0,St_Albans,0,0,0,0,0,0,1,7.69E+09,0,0,1,20400000,0,0,1,0.42,0,9,Ferland,44.948248,-73.082924,73,Highgate,~25,Y, ,2,27
309,FLAN,BQCV,345,23.164,0.104,2416.2,168.712,64,7/10/15,FLAN18,Bimaculatus,Cornelia varia,5/2/16,1,13.2945,0,32122170.9,3753999872,12024307.5,NA,NA,NA,1,1,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
307,FLAN,DWV,345,35.979,0.576,0.634,0.231,64,7/10/15,FLAN18,Bimaculatus,Cornelia varia,5/2/16,1,13.2945,0,8428.713,3753999872,0,NA,NA,NA,1,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
322,FLAN,IAPV,345,NA,NA,NA,NA,64,7/10/15,FLAN18,Bimaculatus,Cornelia varia,5/2/16,1,13.2945,0,0,3753999872,0,NA,NA,NA,0,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
308,FLAN,BQCV,347,23.114,0.095,2497.429,158.591,64,7/10/15,FLAN3,Bimaculatus,Cornelia varia,5/2/16,1,9.6685,0,24146392.29,1182883351,28685324.81,NA,NA,NA,1,1,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
313,FLAN,DWV,347,NA,NA,NA,NA,64,7/10/15,FLAN3,Bimaculatus,Cornelia varia,5/2/16,1,9.6685,0,0,1182883351,0,NA,NA,NA,0,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
321,FLAN,IAPV,347,NA,NA,NA,NA,64,7/10/15,FLAN3,Bimaculatus,Cornelia varia,5/2/16,1,9.6685,0,0,1182883351,0,NA,NA,NA,0,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
335,FLAN,BQCV,352,25.249,0.018,598.019,7.294,64,7/10/15,FLAN7,Bimaculatus,Cornelia varia,5/2/16,1,8.2455,0,4930965.665,1373078589,5046450.554,NA,NA,NA,1,1,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
329,FLAN,DWV,352,34.437,NA,1.663,NA,64,7/10/15,FLAN7,Bimaculatus,Cornelia varia,5/2/16,1,8.2455,0,13712.2665,1373078589,0,NA,NA,NA,1,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
330,FLAN,IAPV,352,NA,NA,NA,NA,64,7/10/15,FLAN7,Bimaculatus,Cornelia varia,5/2/16,1,8.2455,0,0,1373078589,0,NA,NA,NA,0,0,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
327,FLAN,BQCV,356,26.578,0.016,245.829,2.692,65,7/10/15,FLAN10,Bimaculatus,Cornelia varia,5/2/16,1,5.6405,0,1386598.475,50437807.88,38631711.93,NA,NA,NA,1,1,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,Ferrisburgh,sans hb,N,"Across VT flannel company, lot getting sold by owners",4,10
