,site,target_name,sample_name,Ct_mean,Ct_sd,quantity_mean,quantity_sd,run,Date_collected,ID,species,host_plant,date_processed,pollen,dil.factor,apiary_near_far,genome_copbee,ACT_genome_copbee,norm_genome_copbee,norm_genome_copbeeHB,Ct_mean_hb,HBCollected,virusBINY_PreFilter,virusBINY,HB_Abun,HBSiteBin,ShannonDIV,SimpsonDIV,FisherDIV,Density,Name,Migratory,City,SBPV_PA,SBPV_CPB,ABPV_PA,ABPV_CPB,IAPV_PA,IAPV_CPB,DWV_PA,DWV_CPB,LSV.2_PA,LSV.2_CPB,CBPV_PA,CBPV_CPB,KBV_PA,KBV_CPB,VarroaTHR_PA,Varroa100,NosemaPA,NosemaCount,Apiary_name,lat,long,elevation,town,apiaryNotes,apiary,siteNotes,sumApiaries,sumColonies
719,RICE,DWV,93,NA,NA,NA,NA,32,7/23/15,RICE5,Vagans,Vicia cracca,11/7/15,1,6.236,0,0,898573177.3,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
763,RICE,IAPV,93,NA,NA,NA,NA,32,7/23/15,RICE5,Vagans,Vicia cracca,11/7/15,1,6.236,0,0,898573177.3,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
758,RICE,BQCV,94,24.972,NA,720.084,NA,32,7/23/15,RICE12,Vagans,Vicia cracca,11/7/15,1,2.1285,0,1532698.794,520357885.7,4139082.799,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
761,RICE,DWV,94,NA,NA,NA,NA,32,7/23/15,RICE12,Vagans,Vicia cracca,11/7/15,1,2.1285,0,0,520357885.7,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
764,RICE,IAPV,94,NA,NA,NA,NA,32,7/23/15,RICE12,Vagans,Vicia cracca,11/7/15,1,2.1285,0,0,520357885.7,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
833,ROCK,BQCV,220,29.863,0.016,27.322,0.301,51,7/27/15,ROCK57,Bimaculatus,Trifolium pratense,3/21/16,0,10.5455,0,288124.151,895505985.4,452127.173,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
800,ROCK,DWV,220,NA,NA,NA,NA,51,7/27/15,ROCK57,Bimaculatus,Trifolium pratense,3/21/16,0,10.5455,0,0,895505985.4,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
788,ROCK,IAPV,220,NA,NA,NA,NA,51,7/27/15,ROCK57,Bimaculatus,Trifolium pratense,3/21/16,0,10.5455,0,0,895505985.4,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
790,ROCK,BQCV,223,29.799,0.725,30.201,14.102,52,7/27/15,ROCK54,Bimaculatus,Trifolium pratense,3/21/16,1,9.161,0,276671.361,1152901315,337226.357,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
803,ROCK,DWV,223,36.426,NA,0.459,NA,52,7/27/15,ROCK54,Bimaculatus,Trifolium pratense,3/21/16,1,9.161,0,4204.899,1152901315,0,2715361841,14.102,1,1,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
821,ROCK,IAPV,223,NA,NA,NA,NA,52,7/27/15,ROCK54,Bimaculatus,Trifolium pratense,3/21/16,1,9.161,0,0,1152901315,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
826,ROCK,BQCV,228,28.885,0.047,52.559,1.637,52,7/27/15,ROCK53,Bimaculatus,Trifolium pratense,3/21/16,1,7.8555,0,412877.2245,286465324.5,2025341.706,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
809,ROCK,DWV,228,NA,NA,NA,NA,52,7/27/15,ROCK53,Bimaculatus,Trifolium pratense,3/21/16,1,7.8555,0,0,286465324.5,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
822,ROCK,IAPV,228,36.349,NA,0,NA,52,7/27/15,ROCK53,Bimaculatus,Trifolium pratense,3/21/16,1,7.8555,0,0,286465324.5,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
799,ROCK,BQCV,232,30.535,0.197,17.5,2.3,52,7/27/15,ROCK55,Bimaculatus,Trifolium pratense,3/23/16,0,8.7595,0,153291.25,444823658.9,484260.3668,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
812,ROCK,DWV,232,NA,NA,NA,NA,52,7/27/15,ROCK55,Bimaculatus,Trifolium pratense,3/23/16,0,8.7595,0,0,444823658.9,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
824,ROCK,IAPV,232,NA,NA,NA,NA,52,7/27/15,ROCK55,Bimaculatus,Trifolium pratense,3/23/16,0,8.7595,0,0,444823658.9,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
793,ROCK,BQCV,318,26.959,0.207,191.471,26.485,60,7/27/15,ROCK3,Bimaculatus,Trifolium pratense,4/25/16,0,9.0665,0,1735971.822,3171065313,769284.3959,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
802,ROCK,DWV,318,NA,NA,NA,NA,60,7/27/15,ROCK3,Bimaculatus,Trifolium pratense,4/25/16,0,9.0665,0,0,3171065313,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
819,ROCK,IAPV,318,NA,NA,NA,NA,60,7/27/15,ROCK3,Bimaculatus,Trifolium pratense,4/25/16,0,9.0665,0,0,3171065313,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
787,ROCK,BQCV,320,28.328,0.615,79.502,31.821,60,7/27/15,ROCK23,Bimaculatus,Trifolium pratense,4/25/16,0,8.3025,0,660065.355,1292321652,717737.6967,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
815,ROCK,DWV,320,NA,NA,NA,NA,60,7/27/15,ROCK23,Bimaculatus,Trifolium pratense,4/25/16,0,8.3025,0,0,1292321652,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
844,ROCK,IAPV,320,NA,NA,NA,NA,60,7/27/15,ROCK23,Bimaculatus,Trifolium pratense,4/25/16,0,8.3025,0,0,1292321652,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
786,ROCK,BQCV,325,27.584,0.09,125.6,7.592,61,7/27/15,ROCK39,Bimaculatus,Trifolium pratense,4/25/16,0,10.43,0,1310008,2420977911,760383.2822,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
811,ROCK,DWV,325,34.863,NA,1.262,NA,61,7/27/15,ROCK39,Bimaculatus,Trifolium pratense,4/25/16,0,10.43,0,13162.66,2420977911,0,2715361841,14.102,1,1,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
818,ROCK,IAPV,325,NA,NA,NA,NA,61,7/27/15,ROCK39,Bimaculatus,Trifolium pratense,4/25/16,0,10.43,0,0,2420977911,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
843,ROCK,BQCV,327,27.814,0.071,107.631,5.142,61,7/27/15,ROCK18,Bimaculatus,Trifolium pratense,4/25/16,0,8.2815,0,891346.1265,1073521205,1166769.836,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
804,ROCK,DWV,327,NA,NA,NA,NA,61,7/27/15,ROCK18,Bimaculatus,Trifolium pratense,4/25/16,0,8.2815,0,0,1073521205,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
838,ROCK,IAPV,327,NA,NA,NA,NA,61,7/27/15,ROCK18,Bimaculatus,Trifolium pratense,4/25/16,0,8.2815,0,0,1073521205,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
813,ROCK,BQCV,332,27.14,0.028,168.861,3.112,61,7/27/15,ROCK5,Bimaculatus,Trifolium pratense,4/27/16,0,7.311,0,1234542.771,637138625.9,2722837.011,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
798,ROCK,DWV,332,NA,NA,NA,NA,61,7/27/15,ROCK5,Bimaculatus,Trifolium pratense,4/27/16,0,7.311,0,0,637138625.9,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
814,ROCK,IAPV,332,NA,NA,NA,NA,61,7/27/15,ROCK5,Bimaculatus,Trifolium pratense,4/27/16,0,7.311,0,0,637138625.9,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
834,ROCK,BQCV,333,25.402,0.153,541.564,55.462,61,7/27/15,ROCK34,Bimaculatus,Trifolium pratense,4/27/16,0,7.8835,0,4269419.794,898596490.4,6676572.667,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
808,ROCK,DWV,333,34.953,NA,1.191,NA,61,7/27/15,ROCK34,Bimaculatus,Trifolium pratense,4/27/16,0,7.8835,0,9389.2485,898596490.4,0,2715361841,14.102,1,1,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
827,ROCK,IAPV,333,NA,NA,NA,NA,61,7/27/15,ROCK34,Bimaculatus,Trifolium pratense,4/27/16,0,7.8835,0,0,898596490.4,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
835,ROCK,BQCV,378,27.142,0.26,169.885,29.412,73,7/27/15,ROCK36,Bimaculatus,Trifolium pratense,8/13/16,0,7.1695,0,1217990.508,724532965.1,2362300.776,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
839,ROCK,DWV,378,NA,NA,NA,NA,73,7/27/15,ROCK36,Bimaculatus,Trifolium pratense,8/13/16,0,7.1695,0,0,724532965.1,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
831,ROCK,IAPV,378,NA,NA,NA,NA,73,7/27/15,ROCK36,Bimaculatus,Trifolium pratense,8/13/16,0,7.1695,0,0,724532965.1,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
795,ROCK,BQCV,39,31.849,NA,7.235,NA,24,7/27/15,ROCK48,Vagans,Trifolium pratense,10/10/15,1,8.8355,0,63924.8425,1807642222,49694.30589,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
810,ROCK,DWV,39,36.213,NA,0.527,NA,24,7/27/15,ROCK48,Vagans,Trifolium pratense,10/10/15,1,8.8355,0,4656.3085,1807642222,0,2715361841,14.102,1,1,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
845,ROCK,IAPV,39,NA,NA,NA,NA,24,7/27/15,ROCK48,Vagans,Trifolium pratense,10/10/15,1,8.8355,0,0,1807642222,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
794,ROCK,BQCV,40,NA,NA,NA,NA,24,7/27/15,ROCK44,Vagans,Trifolium pratense,10/10/15,1,8.1395,0,0,1096529184,0,100740782,19.315,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
791,ROCK,DWV,40,NA,NA,NA,NA,24,7/27/15,ROCK44,Vagans,Trifolium pratense,10/10/15,1,8.1395,0,0,1096529184,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
841,ROCK,IAPV,40,NA,NA,NA,NA,24,7/27/15,ROCK44,Vagans,Trifolium pratense,10/10/15,1,8.1395,0,0,1096529184,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
789,ROCK,BQCV,182,28.329,0.035,76.243,1.789,43,7/27/15,ROCK58,Vagans,Trifolium pratense,1/22/16,1,8.9945,0,685767.6635,2235163292,431138.8762,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
832,ROCK,DWV,182,32.804,0.74,5.065,2.338,43,7/27/15,ROCK58,Vagans,Trifolium pratense,1/22/16,1,8.9945,0,45557.1425,2235163292,28641.55933,2715361841,14.102,1,1,1,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
820,ROCK,IAPV,182,35.886,NA,1.751,NA,43,7/27/15,ROCK58,Vagans,Trifolium pratense,1/22/16,1,8.9945,0,15749.3695,2235163292,0,0,NA,1,1,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
837,ROCK,BQCV,185,22.903,0.055,2874.754,106.174,47,7/27/15,ROCK46,Vagans,Trifolium pratense,1/22/16,0,6.555,0,18844012.47,1824404381,14514487.83,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
784,ROCK,DWV,185,32.571,NA,0,NA,47,7/27/15,ROCK46,Vagans,Trifolium pratense,1/22/16,0,6.555,0,0,1824404381,0,2715361841,14.102,1,0,1,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
830,ROCK,IAPV,185,37.658,NA,0.56,NA,47,7/27/15,ROCK46,Vagans,Trifolium pratense,1/22/16,0,6.555,0,3670.8,1824404381,0,0,NA,1,1,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
836,ROCK,BQCV,196,29.005,0.048,48.514,1.572,48,7/27/15,ROCK45,Vagans,Trifolium pratense,1/22/16,1,5.482,0,265953.748,635943576.3,587674.6661,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
828,ROCK,DWV,196,NA,NA,NA,NA,48,7/27/15,ROCK45,Vagans,Trifolium pratense,1/22/16,1,5.482,0,0,635943576.3,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
825,ROCK,IAPV,196,NA,NA,NA,NA,48,7/27/15,ROCK45,Vagans,Trifolium pratense,1/22/16,1,5.482,0,0,635943576.3,0,0,NA,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
792,ROCK,BQCV,197,NA,NA,NA,NA,48,7/27/15,ROCK47,Vagans,Trifolium pratense,1/22/16,1,7.2795,0,0,1529859138,0,100740782,19.315,1,0,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
805,ROCK,DWV,197,NA,NA,NA,NA,48,7/27/15,ROCK47,Vagans,Trifolium pratense,1/22/16,1,7.2795,0,0,1529859138,0,2715361841,14.102,1,0,0,0.178571429,High,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
823,ROCK,IAPV,197,38.402,NA,0.347,NA,48,7/27/15,ROCK47,Vagans,Trifolium pratense,1/22/16,1,7.2795,0,2525.9865,1529859138,0,0,NA,1,1,0,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,Fairfield, ,N,"Red Clover field, collected with Caitlin and Alex",1,7
