LocationName,ColonyCount,Address1,city,lat,long
Taplin Hill yard,7,Unknown,Corinth,NA,NA
Home,3,Unknown,Bradford,NA,NA
Home,NA,Unknown,Shelburne,NA,NA
Smoky House Project,1,Unknown,Danby,NA,NA
Home,4,Unknown,Milton,NA,NA
Home,2,Unknown,Bradford,NA,NA
Home,NA,Unknown,Barnet(pass.),NA,NA
Home,NA,Unknown,Windsor,NA,NA
Home,1,Unknown,Bristol,NA,NA
Hunt.Ctr.long drive passed wht barn,1,Unknown,Huntington,NA,NA
Eugene Sage Farm,NA,Unknown,Brighton,NA,NA
Home,NA,Unknown,Lyndon,NA,NA
Brent Duff land,NA,Unknown,Barre Town,NA,NA
Home,NA,Unknown,Royalton,NA,NA
30TurnpikeRd,1,Unknown,Strafford,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
Home,NA,Unknown,Greensboro,NA,NA
Home,1,Unknown,Newfane,NA,NA
Home,NA,Unknown,Monkton,NA,NA
RT 25,1,Unknown,Topsham,NA,NA
Home,NA,Unknown,Milton,NA,NA
73 Danville Hill Rd,13,Unknown,Cabot,NA,NA
Home,3,Unknown,Dorset,NA,NA
Home,1,Unknown,Middletown Spg,NA,NA
Home,NA,Unknown,Underhill,NA,NA
Home,NA,Unknown,Pawlet,NA,NA
At lodge,1,Unknown,Waitsfield,NA,NA
Olden Yard,NA,Unknown,Morgan,NA,NA
William Sharp(775-4923)Quarter Line Rd,NA,Unknown,Rutland Town,NA,NA
Home .2M N on Whiteville Rd off Rt131,2,Unknown,Cavendish,NA,NA
Homenear XRt 153&Rt30,2,Unknown,Pawlet,NA,NA
Home,NA,Unknown,Randolph,NA,NA
Home,2,Unknown,Northfield,NA,NA
Broadbrook Mnt Fm1.5M up Johnson Hill Rd,NA,Unknown,Royalton,NA,NA
Roger Tetreault land,NA,Unknown,Westfield,NA,NA
Richard Morrissette land,NA,Unknown,Troy,NA,NA
Home,8,Unknown,Burke,NA,NA
UVM-in field across from Mares yard,0,Unknown,So. Burlington,NA,NA
Home Rt. 15 on RT wagon wheels by drive,3,Unknown,Essex,NA,NA
Home,3,Unknown,Albany,NA,NA
Home,1,Unknown,Marlboro,NA,NA
Nof town,51,Unknown,Bradford,NA,NA
Home,4,Unknown,Kirby,NA,NA
E. Creek Yard,6,Unknown,Orwell,NA,NA
Edge of field,6,Unknown,Newbury,NA,NA
Home,NA,Unknown,Townshend,NA,NA
Home,NA,Unknown,Hinesburg,NA,NA
Home,1,Unknown,Barnard,NA,NA
Home,1,Unknown,Colchester,NA,NA
Michael Farley,2,Unknown,Chester,NA,NA
Land X 886 Bullock Rd,NA,Unknown,Georgia,NA,NA
Home,2,Unknown,Putney,NA,NA
Pond farm,25,Unknown,Poultney,NA,NA
Home yard,30,Unknown,Cambridge,NA,NA
Home,2,Unknown,Hyde Park,NA,NA
Friends Camp,1,Unknown,Northfield,NA,NA
Home,4,Unknown,Addison,NA,NA
Home,NA,Unknown,Newport Town,NA,NA
Home,3,Unknown,Hartland,NA,NA
Home,2,Unknown,Springfield,NA,NA
Home 4.5 M N. Maple Corner,1,Unknown,Woodbury,NA,NA
Home,2,Unknown,Peru,NA,NA
Home-143GrimesHill Road,2,Unknown,Newfane,NA,NA
Willard Mahoney land,NA,Unknown,Sheldon,NA,NA
Home,NA,Unknown,Georgia,NA,NA
Home,2,Unknown,Thetford,NA,NA
Home,NA,Unknown,Barnard,NA,NA
R. Kopsack land,NA,Unknown,Rutland Town,NA,NA
Gleason Rd,0,Unknown,Rutland City,NA,NA
Backyard Wilson House,1,Unknown,Dorset,NA,NA
FatRoosterFm,4,Unknown,Royalton,NA,NA
Home yard,NA,Unknown,Lincoln,NA,NA
Home,7,Unknown,Addison,NA,NA
Home,NA,Unknown,Bennington,NA,NA
Home,3,Unknown,North Hero,NA,NA
Home,NA,Unknown,Tunbridge,NA,NA
Home,5,Unknown,Bennington,NA,NA
Lenhart Yd,2,Unknown,Bethel,NA,NA
Home,NA,Unknown,Jericho,NA,NA
Home,7,Unknown,Plainfield,NA,NA
Home Yard,1,Unknown,Fletcher,NA,NA
Button Bay Rd.,2,Unknown,Ferrisburg,NA,NA
Gregg Hill Rd.,7,Unknown,Waterbury,NA,NA
Camp,4,Unknown,Westminster,NA,NA
Home yard,NA,Unknown,Hancock,NA,NA
Home Yard,NA,Unknown,Whitingham,NA,NA
Home Yard,NA,Unknown,E. Montpelier,NA,NA
Sunset View Rd.,4,Unknown,South Hero,NA,NA
Gardener Road (Earl Gardener - owner),3,Unknown,Milton,NA,NA
Home Yard,2,Unknown,Milton,NA,NA
North side Campbell Road,4,Unknown,Rutland City,NA,NA
next to creek,1,Unknown,Benson,NA,NA
home new,2,Unknown,Proctor,NA,NA
Home,2,Unknown,Pittsfield,NA,NA
Turn at569 Irish Set.Rd,2,Unknown,Underhill,NA,NA
Home,NA,Unknown,Morristown,NA,NA
Black Mail Box,NA,Unknown,Walden,NA,NA
behind garage by island Rt 7,1,Unknown,Burlington,NA,NA
Home,2,Unknown,Putney,NA,NA
Arthur Chamberlin S. Hill Jamaica,NA,Unknown,Jamaica,NA,NA
Gerry Cole's SE end of Crown Pt. Rd.,1,Unknown,Springfield,NA,NA
new 88,NA,Unknown,Bakersfield,NA,NA
Home,NA,Unknown,Castleton,NA,NA
R. off Porter's Pt. Rd. by Drive In,NA,Unknown,Colchester,NA,NA
Turn left off Rt 2 2nd left on left,2,Unknown,Colchester,NA,NA
Home,1,Unknown,E. Montpelier,NA,NA
call 90 Rex Associates hive from Holden,NA,Unknown,Hartford,NA,NA
Home,2,Unknown,Plymouth,NA,NA
HuntFam.Fm,3,Unknown,Middlebury,NA,NA
on corner by Gaines,NA,Unknown,Enosburg,NA,NA
HodgedonYd,9,Unknown,Randolph,NA,NA
behind house,NA,Unknown,Richford,NA,NA
Home,7,Unknown,Fairfield,NA,NA
Home,2,Unknown,Topsham,NA,NA
Home,5,Unknown,Lunenburg,NA,NA
Home,1,Unknown,Washington,NA,NA
Intervale by community garden,1,Unknown,Burlington,NA,NA
Pearl Bay Ln,2,Unknown,Grand Isle,NA,NA
Home,1,Unknown,Strafford,NA,NA
On map,NA,Unknown,Ryegate,NA,NA
Home,2,Unknown,Shoreham,NA,NA
Home,NA,Unknown,Lowell,NA,NA
Raymond Lamberton,2,Unknown,Middletown Spg,NA,NA
LeDuc-Cheese Factory Rd,16,Unknown,Shelburne,NA,NA
Home,NA,Unknown,Hardwick,NA,NA
Hunter Press,1,Unknown,Weathersfield,NA,NA
Moving to Milton call first,7,Unknown,Milton,NA,NA
Carey Rd by Broderick,NA,Unknown,Fairfield,NA,NA
Cate Farm,2,Unknown,Plainfield,NA,NA
Brwn. stained hse. trailer by Rd.RT 44,NA,Unknown,Windsor,NA,NA
Belmont Yd,1,Unknown,Mt. Holly,NA,NA
Archie LaTulippes' Guilford Center Rd,1,Unknown,Guilford,NA,NA
Home,2,Unknown,Johnson,NA,NA
Myers Rd Ridge Dale Farm SE of Hse,3,Unknown,Shaftsbury,NA,NA
No bees for 3 yrs.,3,Unknown,Landgrove,NA,NA
Home,1,Unknown,Weathersfield,NA,NA
home,2,Unknown,Lunenburg,NA,NA
Home,12,Unknown,Morristown,NA,NA
761 Lillieville BrkRd,2,Unknown,Bethel,NA,NA
1 1-2 M. from River Rd (Rt 2 ),1,Unknown,Lunenburg,NA,NA
Hitchcock Hill Bob's property,3,Unknown,Rockingham,NA,NA
Home,NA,Unknown,Huntington,NA,NA
new,NA,Unknown,Vershire,NA,NA
Home,2,Unknown,Sutton,NA,NA
Ron Yarish Place Healdville Rd,1,Unknown,Mt. Holly,NA,NA
Home,NA,Unknown,Fairfield,NA,NA
Home,2,Unknown,Ludlow,NA,NA
Lyons Dr. last hse. 75 yds. in back,2,Unknown,Weathersfield,NA,NA
Woods Hill Rd,11,Unknown,Sheldon,NA,NA
new check out 87,2,Unknown,Colchester,NA,NA
over cov. bridge 2nd hse on L new,1,Unknown,Dummerston,NA,NA
Home,2,Unknown,Starksboro,NA,NA
at Farramont Orchards,2,Unknown,Ferrisburg,NA,NA
Home,NA,Unknown,Bristol,NA,NA
Home,1,Unknown,Rochester,NA,NA
Home,NA,Unknown,Pittsfield,NA,NA
couldn't find hive 86,NA,Unknown,Pomfret,NA,NA
Junction of Hollyhock and Mason grn hse,NA,Unknown,Randolph,NA,NA
100 deeps in barn ? AFB,50,Unknown,Hartland,NA,NA
?,NA,Unknown,Barnard,NA,NA
Home,9,Unknown,Shrewsbury,NA,NA
Rt 9 before Golden Eagle motel,NA,Unknown,Marlboro,NA,NA
off School St. long drive on L by clerk,4,Unknown,Guilford,NA,NA
Red hse and barn,1,Unknown,Guilford,NA,NA
at Dorthy Clark's 2nd L up Tinker Hill R,2,Unknown,Guilford,NA,NA
Home,NA,Unknown,Groton,NA,NA
.6 M frm Rt5 L at dirt L at Y on drive,1,Unknown,Putney,NA,NA
bees now at Lynn Langs house,NA,Unknown,Essex,NA,NA
Home,26,Unknown,Kirby,NA,NA
Home,4,Unknown,Starksboro,NA,NA
EastHillRd,NA,Unknown,Townshend,NA,NA
Packer Yard,NA,Unknown,Westford,NA,NA
Home,NA,Unknown,Essex,NA,NA
Home,2,Unknown,Arlington,NA,NA
Home,1,Unknown,Brookfield,NA,NA
Home,5,Unknown,Waitsfield,NA,NA
Alex MacLennan pumpkins,4,Unknown,Hartland,NA,NA
CedarCircleYD,2,Unknown,Thetford,NA,NA
Lyons Yd.at RT5&PavillonRd,2,Unknown,Thetford,NA,NA
Home,NA,Unknown,Wilmington,NA,NA
Home,0,Unknown,Thetford,NA,NA
Home,NA,Unknown,Bradford,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
Home,NA,Unknown,Wheelock,NA,NA
North of Waitsfield,NA,Unknown,Waitsfield,NA,NA
1/4 M. N. off 302 from light in S R,NA,Unknown,Ryegate,NA,NA
Quad res.,NA,Unknown,Hyde Park,NA,NA
Home,1,Unknown,Stowe-moscow,NA,NA
Home,3,Unknown,Putney,NA,NA
Home,NA,Unknown,Ripton,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
Home,NA,Unknown,Waitsfield,NA,NA
Home,2,Unknown,South Hero,NA,NA
Home - Miller Hill Road,NA,Unknown,Athens,NA,NA
Home,1,Unknown,Johnson,NA,NA
off 15,3,Unknown,Johnson,NA,NA
Home,1,Unknown,Marlboro,NA,NA
Home,1,Unknown,Newport Town,NA,NA
Home,4,Unknown,Bethel,NA,NA
off School St.,NA,Unknown,Johnson,NA,NA
Home,NA,Unknown,Westford,NA,NA
Home,NA,Unknown,Milton,NA,NA
Bishop Road Yard,NA,Unknown,Shelburne,NA,NA
Home/big knapp weed field,6,Unknown,Cambridge,NA,NA
off 109,NA,Unknown,Cambridge,NA,NA
Ed Lund Rd,8,Unknown,Granby,NA,NA
SkrillYd,NA,Unknown,Randolph,NA,NA
2.75 M up Goose Pond Rd from Fairfax Fal,NA,Unknown,Fairfax,NA,NA
off Rt 2,1,Unknown,Concord,NA,NA
Home,3,Unknown,E. Montpelier,NA,NA
home Revoir Hill,NA,Unknown,Coventry,NA,NA
Logons Rt 5,NA,Unknown,Coventry,NA,NA
Home,1,Unknown,Putney,NA,NA
Home,1,Unknown,Poultney,NA,NA
Behind hse,NA,Unknown,Newport Town,NA,NA
? call,NA,Unknown,Newport City,NA,NA
Sodom Rd.,NA,Unknown,Georgia,NA,NA
Home,NA,Unknown,Holland,NA,NA
Maple St,NA,Unknown,Brighton,NA,NA
Home,NA,Unknown,Charlotte,NA,NA
Home,1,Unknown,Charlotte,NA,NA
Home ?,NA,Unknown,Holland,NA,NA
Home,NA,Unknown,Glover,NA,NA
home,NA,Unknown,Charleston,NA,NA
Home,2,Unknown,Weathersfield,NA,NA
Home,NA,Unknown,Poultney,NA,NA
Home,NA,Unknown,Bakersfield,NA,NA
Lives with Freeheart,NA,Unknown,Barton,NA,NA
Park Loughton Rd on L. past Bolster's,1,Unknown,Dummerston,NA,NA
moved to Barnet 4M So. of S. Peacha,NA,Unknown,Barnet(pass.),NA,NA
home,NA,Unknown,Albany,NA,NA
Davis Dairy Farm,9,Unknown,Peacham,NA,NA
has mites 88,2,Unknown,Sheffield,NA,NA
Crow Hill Orchard also on hill,9,Unknown,St. Johnsbury,NA,NA
Up road/in field opp. house Bethel Road,NA,Unknown,Bethel,NA,NA
Home,5,Unknown,Thetford,NA,NA
awakening ctr. 2 Harbor Rd.,2,Unknown,Shelburne,NA,NA
Marchant Yard,NA,Unknown,Fairfax,NA,NA
Home,2,Unknown,Enosburg,NA,NA
Home,NA,Unknown,So. Burlington,NA,NA
In field across from Alice Wellman hse.,3,Unknown,Brookline,NA,NA
On North St.,3,Unknown,Monkton,NA,NA
Home,4,Unknown,Jericho,NA,NA
Home,NA,Unknown,Greensboro,NA,NA
Corbett Yard,2,Unknown,Pittsford,NA,NA
Home,8,Unknown,Woodstock,NA,NA
Cemetary Yd.,NA,Unknown,Randolph,NA,NA
home Sperry Rd.,1,Unknown,Cornwall,NA,NA
x from Tracy Fm. next to Sugar Hse.,1,Unknown,Monkton,NA,NA
Home,2,Unknown,Warren,NA,NA
Home off Rt12,NA,Unknown,Barnard,NA,NA
Bourdeau Construction,NA,Unknown,Hyde Park,NA,NA
Lewis Hall Farm/Route 73,20,Unknown,Orwell,NA,NA
next to barn on 12A,NA,Unknown,Randolph,NA,NA
Home,4,Unknown,Putney,NA,NA
Pierson Yd,8,Unknown,Bradford,NA,NA
On hill by stone wall,3,Unknown,Wallingford,NA,NA
Home,2,Unknown,New Haven,NA,NA
Shelburne point,20,Unknown,Shelburne,NA,NA
Home,2,Unknown,Woodstock,NA,NA
Home,15,Unknown,Essex,NA,NA
Home,NA,Unknown,Milton,NA,NA
by hse and at end of field NE corner,6,Unknown,Ludlow,NA,NA
Light green hse 1st on L on drive,3,Unknown,Vernon,NA,NA
Home,1,Unknown,Dummerston,NA,NA
Home,1,Unknown,Dummerston,NA,NA
At summer place in Corinth,NA,Unknown,Corinth,NA,NA
2nd dr. N. of Morse's on rt/bear rt,1,Unknown,Marlboro,NA,NA
Home,1,Unknown,Marlboro,NA,NA
Home,2,Unknown,Marlboro,NA,NA
Opp. Doubleday driveway/NE of barn,2,Unknown,Dummerston,NA,NA
Across cov brdg/by Kussela/.5mi lft,NA,Unknown,Rockingham,NA,NA
Home,1,Unknown,Warren,NA,NA
Summer home,0,Unknown,New Haven,NA,NA
after Kingdom Valley 5th drive on L,1,Unknown,Chester,NA,NA
Fire Warden R.at daycare 1st on L.,1,Unknown,Dover,NA,NA
moved in 89 to Marlboro call first,2,Unknown,Marlboro,NA,NA
Cornerstone Boy's Homeby Lyndon.St.Coll.,NA,Unknown,Lyndon,NA,NA
Home,NA,Unknown,Bakersfield,NA,NA
South of house,1,Unknown,Westminster,NA,NA
In field Herbert Dutten Fm.,2,Unknown,Windham,NA,NA
Home,1,Unknown,Hartland,NA,NA
Home,10,Unknown,Springfield,NA,NA
Home,NA,Unknown,Bennington,NA,NA
PavillionRd,2,Unknown,Thetford,NA,NA
Home,NA,Unknown,Middlebury,NA,NA
Home yard,2,Unknown,Derby,NA,NA
Home,2,Unknown,Hartland,NA,NA
Home,NA,Unknown,Derby,NA,NA
Home,NA,Unknown,Morgan,NA,NA
Morse Farm,15,Unknown,Milton,NA,NA
Home/Upper Clyde,6,Unknown,Newport City,NA,NA
Sherman Yard,14,Unknown,Rupert,NA,NA
Home,2,Unknown,Topsham,NA,NA
home,NA,Unknown,St. Johnsbury,NA,NA
Home,0,Unknown,Royalton,NA,NA
home,1,Unknown,Ludlow,NA,NA
behind garage,2,Unknown,Ludlow,NA,NA
Home,2,Unknown,Rockingham,NA,NA
2nd level of 3 level frm/above barn,5,Unknown,Westminster,NA,NA
Opp. Grout's/W Hill Rd/field/2 spot,NA,Unknown,Putney,NA,NA
Home,3,Unknown,Chelsea,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
Rick Hurlburt Land,NA,Unknown,Monkton,NA,NA
Home,1,Unknown,Cambridge,NA,NA
Home,NA,Unknown,Walden,NA,NA
Home,NA,Unknown,Sutton,NA,NA
Home,3,Unknown,Guilford,NA,NA
At the Intervale,NA,Unknown,Burlington,NA,NA
Home,NA,Unknown,Williston,NA,NA
Home,1,Unknown,Huntington,NA,NA
Home,1,Unknown,Randolph,NA,NA
Home,4,Unknown,Dorset,NA,NA
Home,NA,Unknown,Lyndon,NA,NA
Home,2,Unknown,Lyndon,NA,NA
Kestrel Farm(Tom Harlow),10,Unknown,Westminster,NA,NA
Home,NA,Unknown,Hardwick,NA,NA
Home,NA,Unknown,Rutland City,NA,NA
Bridgewarm Hill Road,2,Unknown,Hardwick,NA,NA
Home,2,Unknown,Putney,NA,NA
Behind Phils Restaurant Near Pond,NA,Unknown,Ryegate,NA,NA
Home,1,Unknown,Castleton,NA,NA
off Rt5 Long Dr. behind dish,1,Unknown,Rockingham,NA,NA
Home,NA,Unknown,Danville,NA,NA
Home,4,Unknown,St. Johnsbury,NA,NA
Home,1,Unknown,Fairfield,NA,NA
Home,2,Unknown,Barnet(pass.),NA,NA
0.5M W. of W. Townshend,NA,Unknown,Townshend,NA,NA
Home,5,Unknown,Stowe-moscow,NA,NA
Summer camp,NA,Unknown,Danby,NA,NA
Home,2,Unknown,Essex,NA,NA
Dead End Farm,NA,Unknown,Cabot,NA,NA
Home,3,Unknown,Westminster,NA,NA
Home,NA,Unknown,Searsburg,NA,NA
Home Dorset Hollow Road,6,Unknown,Dorset,NA,NA
Upper Elmore Rd.,NA,Unknown,Morristown,NA,NA
Rt 12A 1.5M South of Fish Hatchery      between hatchery & RR overpass,4,Unknown,Roxbury,NA,NA
Pat VaillancourtFarm,6,Unknown,Enosburg,NA,NA
by 89,2,Unknown,Williamstown,NA,NA
at Dan Adam's Townline Rd. L.at Whte hse,1,Unknown,Shaftsbury,NA,NA
Beyond tennis courts,NA,Unknown,Williamstown,NA,NA
Home,NA,Unknown,West Fairlee,NA,NA
Home,8,Unknown,Washington,NA,NA
Milton Partington home,4,Unknown,Topsham,NA,NA
Home,1,Unknown,Topsham,NA,NA
[f,NA,Unknown,Vershire,NA,NA
Home,NA,Unknown,Vershire,NA,NA
Home,2,Unknown,Colchester,NA,NA
Home,3,Unknown,Putney,NA,NA
Spring Road,NA,Unknown,Tunbridge,NA,NA
At Too Little Farm,NA,Unknown,Barnet(pass.),NA,NA
1st drive,3,Unknown,Bristol,NA,NA
GodinYd,13,Unknown,Franklin,NA,NA
Bowan Yard,14,Unknown,Benson,NA,NA
Home,0,Unknown,Warren,NA,NA
Houghton Hill Road,NA,Unknown,Thetford,NA,NA
Home (no bees),NA,Unknown,Strafford,NA,NA
Home,1,Unknown,Strafford,NA,NA
Home,NA,Unknown,Randolph,NA,NA
South Royalton Road,NA,Unknown,Randolph,NA,NA
sent in sample 88,NA,Unknown,Pittsford,NA,NA
Brothers House,6,Unknown,Orange,NA,NA
Mason Road,1,Unknown,Randolph,NA,NA
Home,2,Unknown,Topsham,NA,NA
Home,NA,Unknown,Dummerston,NA,NA
Home,NA,Unknown,Swanton,NA,NA
South Ryegate,NA,Unknown,Newbury,NA,NA
Four Corners Farm Route 5 S. of greenhse,3,Unknown,Newbury,NA,NA
Home,3,Unknown,Newbury,NA,NA
Brad Nat. Bank next to Williams Fm.,2,Unknown,Bradford,NA,NA
Orch.Run Subdivision,NA,Unknown,Cornwall,NA,NA
Home,NA,Unknown,Corinth,NA,NA
0.5M from corner W.Thomas&Oregon Rd,NA,Unknown,Lunenburg,NA,NA
Home,6,Unknown,Corinth,NA,NA
by old leo knapp place,1,Unknown,Corinth,NA,NA
Home,NA,Unknown,Orange,NA,NA
Home,2,Unknown,Corinth,NA,NA
Home,NA,Unknown,Corinth,NA,NA
Western Street,2,Unknown,Brookfield,NA,NA
Home,3,Unknown,Mendon,NA,NA
Home,2,Unknown,Bristol,NA,NA
Home,4,Unknown,Charlotte,NA,NA
by Snow,2,Unknown,Brookfield,NA,NA
Home,NA,Unknown,Waterbury,NA,NA
Home new,1,Unknown,Pomfret,NA,NA
Outyard,1,Unknown,Middletown Spg,NA,NA
Lew-Smith Land,NA,Unknown,Hardwick,NA,NA
last hse on Road new 89,1,Unknown,Montpelier,NA,NA
Home,3,Unknown,Castleton,NA,NA
on point,NA,Unknown,Bradford,NA,NA
Home,NA,Unknown,Windham,NA,NA
Boswell land,NA,Unknown,Putney,NA,NA
Home,NA,Unknown,Bakersfield,NA,NA
Home,NA,Unknown,Milton,NA,NA
Randolph Rd 1/4 M from Rt 100,NA,Unknown,Morristown,NA,NA
RT15,NA,Unknown,Wolcott,NA,NA
call when in area needs help,NA,Unknown,Lowell,NA,NA
Home,1,Unknown,Hinesburg,NA,NA
Home,NA,Unknown,Brandon,NA,NA
??? call,NA,Unknown,Northfield,NA,NA
Home,1,Unknown,Peacham,NA,NA
Goodrich 4 Corners Union Village Rd,1,Unknown,Norwich,NA,NA
Home,NA,Unknown,Sheffield,NA,NA
up the Rd. from Snow,1,Unknown,Orange,NA,NA
Aiken land,1,Unknown,Bethel,NA,NA
Home,7,Unknown,Westford,NA,NA
Fred Westons Bible Hill,10,Unknown,St. Johnsbury,NA,NA
Boles Yd.,8,Unknown,Royalton,NA,NA
Home,NA,Unknown,Washington,NA,NA
by Center Pond Rd.,NA,Unknown,Newark,NA,NA
D. Brown/Sias Rd./past Lindsay Rd.,1,Unknown,Newport Town,NA,NA
J Ryan/Derby to Beebe Rd/gravel pit,4,Unknown,Derby,NA,NA
Rt 128 just out of town probably mites,3,Unknown,Westford,NA,NA
Stevens Mill Road,2,Unknown,Richford,NA,NA
Home,0,Unknown,Johnson,NA,NA
Cleveland Ave 4rd Hse on L from P.O,NA,Unknown,Shaftsbury,NA,NA
Home,1,Unknown,Brookfield,NA,NA
By dairy barn,3,Unknown,Newbury,NA,NA
Hull Home Rt 15 N. of Poker Hill Rd,1,Unknown,Underhill,NA,NA
Klein Home/Skunk Hollow Road,NA,Unknown,Jericho,NA,NA
Home,1,Unknown,Berlin,NA,NA
Home West side of Island,4,Unknown,Isle Lamotte,NA,NA
Home,0,Unknown,Woodstock,NA,NA
Home,NA,Unknown,Burlington,NA,NA
Home,2,Unknown,Orwell,NA,NA
Home,3,Unknown,Orange,NA,NA
Lakewood Drive - Home Check bee location,NA,Unknown,Alburg,NA,NA
Behind house,4,Unknown,Alburg,NA,NA
Home,NA,Unknown,Johnson,NA,NA
Behind hse.  poison ivy,1,Unknown,South Hero,NA,NA
Myrick Yard-1M W RT116/117J,NA,Unknown,Bristol,NA,NA
Home by old school house,3,Unknown,Georgia,NA,NA
Home,3,Unknown,Sunderland,NA,NA
Home,7,Unknown,Chittenden,NA,NA
Home,NA,Unknown,Milton,NA,NA
Home,NA,Unknown,Rockingham,NA,NA
Home,1,Unknown,E. Montpelier,NA,NA
Home,4,Unknown,Shaftsbury,NA,NA
Home,7,Unknown,Putney,NA,NA
Home,4,Unknown,Woodbury,NA,NA
Home,NA,Unknown,Cambridge,NA,NA
Behind Shed,3,Unknown,Grand Isle,NA,NA
Intervale,2,Unknown,Burlington,NA,NA
Home,8,Unknown,Jay,NA,NA
1st paved L. out of London.1st R.,NA,Unknown,Londonderry,NA,NA
Choiniere Yard 3 mi. NE of Highgate Ctr.,NA,Unknown,Highgate,NA,NA
Fournier Farm/Campbell Road,24,Unknown,Swanton,NA,NA
Home,5,Unknown,Walden,NA,NA
at Albert Brosseau's Fm near 89,1,Unknown,Swanton,NA,NA
Home,1,Unknown,Fairfield,NA,NA
Home,NA,Unknown,Essex,NA,NA
In back yard,1,Unknown,Swanton,NA,NA
@ fathers orchard/W. Swanton/Rt 78,NA,Unknown,Swanton,NA,NA
Chris Brigham land,3,Unknown,Bakersfield,NA,NA
Sunset Lake Rd 2.9M R .8M L .2M onR,2,Unknown,Dummerston,NA,NA
Home,NA,Unknown,Norwich,NA,NA
Guay yard,NA,Unknown,St. Albans Twn,NA,NA
Home,2,Unknown,Brookfield,NA,NA
bought hives from tomkins 90,NA,Unknown,Fletcher,NA,NA
N. Main St.,2,Unknown,St. Albans Cty,NA,NA
in town behind tennis court,NA,Unknown,St. Albans Cty,NA,NA
French Hill Yd,1,Unknown,St. Albans Twn,NA,NA
Home,3,Unknown,St. Albans Twn,NA,NA
Home,NA,Unknown,Cambridge,NA,NA
Home,NA,Unknown,Weathersfield,NA,NA
West Hill new 89,NA,Unknown,Ludlow,NA,NA
HomeFm,2,Unknown,Monkton,NA,NA
ClayPtRd,43,Unknown,Colchester,NA,NA
Skating Rink Yard,6,Unknown,Manchester,NA,NA
RainvilleYd,1,Unknown,Highgate,NA,NA
LaRocheYd,13,Unknown,Highgate,NA,NA
Old Cabana Fm,3,Unknown,Montgomery,NA,NA
Old Cline Farm,NA,Unknown,Georgia,NA,NA
Home,1,Unknown,Berlin,NA,NA
Old Roy Thurber Fm,NA,Unknown,Guilford,NA,NA
Martin Yd,NA,Unknown,Georgia,NA,NA
Cadieux Yd,9,Unknown,Georgia,NA,NA
Marceau,NA,Unknown,So. Burlington,NA,NA
Meat Plant Rt 7 & 104A,2,Unknown,Georgia,NA,NA
S. of Melville Landing,5,Unknown,Georgia,NA,NA
.7M N of Georgia Rec. area,NA,Unknown,Georgia,NA,NA
Home,2,Unknown,Barre Town,NA,NA
Pierce Yd,14,Unknown,Franklin,NA,NA
Ballard Yard - 1.75 mi.S. of Georgia Cnt,NA,Unknown,Georgia,NA,NA
Richards Yard -2 mi.S. of Georgia Plains,NA,Unknown,Milton,NA,NA
By Mauric Granite Monuments,6,Unknown,Barre Town,NA,NA
above E. Franklin near border,NA,Unknown,Franklin,NA,NA
Home,NA,Unknown,Jericho,NA,NA
Home,1,Unknown,Stowe-moscow,NA,NA
Home River Road?,NA,Unknown,Troy,NA,NA
Home,NA,Unknown,Middlesex,NA,NA
Home,NA,Unknown,Newfane,NA,NA
Behind house/state trooper,2,Unknown,Fairfax,NA,NA
In back field,1,Unknown,Morristown,NA,NA
BarryRd,4,Unknown,Fairfield,NA,NA
Home 1.8M E Rte 108X Rte 15,NA,Unknown,Cambridge,NA,NA
Home,3,Unknown,Fairfield,NA,NA
Rt.36,1,Unknown,Fairfield,NA,NA
Home,NA,Unknown,Pawlet,NA,NA
Home,0,Unknown,Vershire,NA,NA
At Intervale,NA,Unknown,Burlington,NA,NA
N. side RT242,4,Unknown,Jay,NA,NA
Rt108 9th Hse. S of Rt 36 call,NA,Unknown,Bakersfield,NA,NA
Home,4,Unknown,Williston,NA,NA
Home,NA,Unknown,Charlotte,NA,NA
Home,1,Unknown,Morristown,NA,NA
Home Alabama packages 89,3,Unknown,Westford,NA,NA
NicosiaYd,NA,Unknown,Troy,NA,NA
Home,2,Unknown,Milton,NA,NA
Home,2,Unknown,Stowe-moscow,NA,NA
Home,NA,Unknown,Calais-adamant,NA,NA
Home,NA,Unknown,Milton,NA,NA
Brush Hill Road,21,Unknown,Stowe-moscow,NA,NA
Home,2,Unknown,Shelburne,NA,NA
Home,2,Unknown,Essex,NA,NA
Dutton Berry Fm. next to brook,4,Unknown,Brookline,NA,NA
Home Alabama bees 90,1,Unknown,Hyde Park,NA,NA
Home,1,Unknown,Shelburne,NA,NA
Home near I-89,1,Unknown,Brookfield,NA,NA
Home,NA,Unknown,Shoreham,NA,NA
Mandy Howe land,NA,Unknown,Walden,NA,NA
Clark Fm.,20,Unknown,Richmond,NA,NA
Labounty Yd,5,Unknown,Lunenburg,NA,NA
Home,2,Unknown,Richmond,NA,NA
Larry Hubner land,NA,Unknown,Walden,NA,NA
Home - S. Wheelock Road,1,Unknown,Lyndon,NA,NA
Home ?,NA,Unknown,Richmond,NA,NA
Blueberry Fm.,2,Unknown,Richmond,NA,NA
