LocationName,ColonyCount,Address1,city,lat,long
Home Yard,4,11 Paddock Lane,Milton,44.694066,-73.179145
Home Yard,1,210 Carpenter Road,Sharon,43.800373,-72.423019
Home Yard,5,105 Aughenrong Drive,Irasburg,44.803382,-72.279549
Home Yard,2,1359 MacIntosh Hill Road,Randolph,43.892864,-72.693767
Home Yard,0,1752 US RT 2,Waterbury,44.356698,-72.792479
Home Yard,2,4001 N. Cambridge Road,Jeffersonville,NA,NA
Riverbloom Yard,7,49 Tyler Street,Brattleboro,NA,NA
Home Yard,10,1506 VT RT 15,West Danville,44.418039,-72.217149
Home Yard,2,3384 Perry Hill Road,Waterbury,44.354436,-72.699429
Home Yard,1,2366 Buck Hill Road,Westfield,44.848919,-72.464088
Bee Love Honey,1,1682 Dairy Hill Road,South Royalton,43.822938,-72.477731
Home Yard,2,677 Middle Pownal Road,Bennington,NA,NA
Home Yard,2,698 Lee Road,Guilford,NA,NA
Home Yard,4,53 Hayward Crossroad,Chelsea,44.032835,-72.510751
Home Yard,1,91 Sunny View Drive,Jericho,NA,NA
Home Yard,1,1123 Lower Notch Road,Bristol,44.111193,-73.076723
Home Yard,1,432 Marvin Road,Berlin,44.235703,-72.539672
Home Yard,0,182 Thorpe Cove Road,Charlotte,NA,NA
Home Yard,2,1653 Marton Road,Windsor,43.506149,-72.435875
Home Yard,3,39 Emerson Drive,Jericho,NA,NA
Home Yard,4,12 County Road,Swanton,NA,NA
Home Yard,1,2563 North Road,Fletcher,44.71804,-72.902611
Home Yard,1,300 Button Hill Road,Shrewsbury,43.489218,-72.902583
Home Yard,1,365 Back Road,Belvidere Center,44.748493,-72.703102
Home Yard,1,138 US RT 302,West Topsham,NA,NA
Home Yard,1,4203 Twenty Mile Stream Road,Proctorsville,43.440727,-72.653519
Home Yard,2,33 Mackenzie Lane,Milton,NA,NA
Home Yard,1,838 North Street,Brandon,NA,NA
Home Yard,1,3 Fish Hatchery Road,Grand Isle,NA,NA
Home Yard,1,206 Sleepy Hollow Lane,Ferrisbury,44.163712,-73.28894
Home Yard,2,5234 VT RT 153,West Pawlet,43.383394,-73.225476
Home Yard,3,8 Lincoln Steet,Waterbury,44.34478,-72.74599
Home Yard,2,315 Bridge Steet,Huntington,44.32842,-72.985601
Home Yard,1,252 Orchard Hill Road,Pittsford,43.693081,-73.008914
Home Yard,1,2251 RT 15 West,Hardwick,NA,NA
Home Yard,1,329 Carlstrom Road,Bristol,44.10006,-73.089226
#1,20,RT 30,Dorset,NA,NA
#2,20,375 Lane Road,Dorset,NA,NA
Campbell Yard,2,82 Baxter Street,Rutland,43.613367,-72.987427
Kingdom Busy Bees,3,276 Henry Road,Norton,NA,NA
Skyberry Yard,1,2170 Kurn Hattin Road,Putney,NA,NA
Home Yard,1,153 VT RT 30,Wells,NA,NA
River Road Farm,6,2330 River Road,Manchester,43.14655,-73.065261
Home Yard,6,102 Mountain Street,Island Pond,NA,NA
Home Yard,2,3 Monument Circle,Bennington,42.889427,-73.212278
Home Yard,2,49 Otto Merill Road,Royalton,43.809753,-72.545128
Home Yard,1,1147 Baldwin Brook Road,Wolcott,NA,NA
Home Yard,13,2500 Garvin Hill Road,Woodstock,43.600575,-72.488737
Home Yard,3,44 Sweet Slattery Road,Fairfax,44.699489,-72.962872
Home Yard,3,1434 Turkey Hill Road,Corinth,43.993179,-72.257584
Palmer Yard,32,RT 2,Alburg,44.89571,-73.28088
Farm,2,3490 Main Road,West Haven,43.655556,-73.343889
Old Orwell  Town Pit,2,RT 73,Orwell,43.80486,-73.29231
Morris Yard,80,Morgan Road,Salisbury,43.91141,-73.12248
Home Yard,1,712 Carpenter Hill Road,Bennington,42.81036,-73.22662
Home Yard,0,199 Westminster West Road,Saxtons River,NA,NA
Home Yard,8,527 Benson Road,Manchester Center,43.159721,-73.031067
Home Yard,2,12 Tigertown Road,Norwich,43.754822,-72.385676
Home Yard,2,904 Lewis Road,Poultney,43.540653,-73.211159
Home Yard,2,637 Corse Road,Whitingham,42.798065,-72.866814
Home Yard,1,83 Cascade St,Essex Jct.,44.480194,-73.131496
Home Yard,1,1298 Dothan Road,White River Junction,43.682026,-72.347389
Home Yard,2,5 Cedar Circle,Jericho,44.49762,-73.000507
Home Yard,2,69 Nelson Street,Concord,44.419337,-72.015542
Tom Thompson Yard,18,254 Barber Farm Road,Jericho,44.458187,-73.017933
Home Yard,2,29 Isabelle Road,Barre,44.16159,-72.55086
Home Yard,1,3709 US RT 5,Westminster,43.077003,-72.448342
Bre's Bees,1,1548 Eastham Road,Shrewsbury,43.51017,-72.816727
Home Yard,1,375 South Union Street,Burlington,44.469637,-73.208709
Home Yard,0,405 Kerwin Hill Road,Norwich,43.785301,-72.263989
Home Yard,0,25 Scampini Square,Barre,44.206116,-72.514214
Home Yard,0,P.O. Box 102,Plainfield,NA,NA
Home Yard,0,Mountain Road,South Londonderry,NA,NA
Home Yard,0,1928 Main Street,Fairfax,44.713016,-73.039752
Home Yard,0,P.O. Box 1026,Middlebury,NA,NA
Home Yard,0,3726 Quechee-Whitefield Road,White River Junction,43.64896,-72.319258
Home Yard,1,722 Ripley Road,Waterbury Center,44.36937,-72.685318
Home Yard,0,88 Garfield Lane,Saint Johnsbury,44.342857,-72.056427
Home Yard,4,1934 Hallstrom Road,Northfield,44.15519,-72.72888
Home Yard,0,P.O. Box 212,Westminster,NA,NA
NA,0,P.O. Box 320,Wells,NA,NA
NA,0,1113 Jerusalem Road,Bristol,NA,NA
NA,0,2953 VT RT 109,Waterville,NA,NA
NA,0,32 Westwood Parkway,Barre,NA,NA
NA,0,2200 Bronson Road,Saint Albans,NA,NA
1,1,2005 Hardwood Flats Road,Wolcott,44.474857,-72.504066
NA,0,561 Westford Road,Milton,NA,NA
NA,0,1424 Notch Road,Jericho,NA,NA
Home,2,1123 Terry Hill Road,Fairlee,43.896969,-72.168381
NA,0,496 E. Bear Swamp Road,Middlesex,44.356806,-72.635733
Home Yard,33,833 Parkhill Road,Benson,43.695235,-73.332008
NA,0,1331 Centerville Road,East Wallingford,43.428017,-72.890915
NA,0,1069 Carter Hill Road,Highgate Center,NA,NA
NA,0,P.O. Box 662,Woodstock,NA,NA
NA,0,220 Louis Street,Derby Line,NA,NA
NA,0,1276 East Road,Colchester,44.558316,-73.133535
NA,0,P.O. Box 274,Cabot,NA,NA
NA,1,437 Chester Arthur Road,Fairfield,44.814529,-72.932564
NA,0,P.O. Box43,East Barre,NA,NA
NA,0,4067 Monkton Road,New Haven,44.208202,-73.162972
NA,0,2189 Creek Road,North Clarendon,NA,NA
NA,0,P.O. Box 478,Moretown,NA,NA
NA,0,145 Ball Mountain Road,Arlington,NA,NA
NA,0,1815 Blood Brook Road,Fairlee,NA,NA
NA,0,2625 Richford Road,Richford,NA,NA
NA,0,194 Ranta Road,Ludlow,NA,NA
Summer Home,3,251 Vulture Mountain Road,Stockbridge,43.785969,-72.697346
NA,0,630 Adams Road,West Townshend,NA,NA
Home Yard,1,262 Lakeview Road,Barton,44.755161,-72.0989
NA,0,129 Orange Street,Barre,NA,NA
NA,0,341 Macintosh Hill Road,Randolph,NA,NA
NA,0,P.O. Box 8,Calais,NA,NA
NA,0,976 Dan Sargent Road,Starksboro,NA,NA
NA,0,386 Old Stage Road,Essex Junction,44.56247,-73.064006
NA,0,231 New Boston Road,Lyndonville,44.50126,-71.988709
NA,0,1499 Crossett Hill Road,Duxbury,44.320356,-72.75957
NA,0,159 Rollin Irish Road,Milton,44.580794,-73.096654
NA,0,99 Fairfield Hill Road,St. Albans,44.801437,-73.059624
NA,0,239 Sandy Beach Road,Cabot,NA,NA
NA,0,1179 VT RT 17,Bristol,44.169151,-72.998266
NA,0,964 Howrigan Road,E. Fairfield,44.744148,-72.919212
NA,0,833 Brooklyn Street #1,Morrisville,44.574233,-72.593915
NA,0,23 Westwood Parkway,Barre,44.195229,-72.517334
NA,0,408 Old Stage Road,Essex Junction,44.564406,-73.063466
NA,0,4057 Hinesburg Road,Guildford,42.813198,-72.66024
NA,0,9 Capitol Hill Road,Fair Haven,NA,NA
NA,0,1867 Colvin Hill Road,Danby,43.36311,-73.032692
NA,0,9 South Street,Middletown Springs,NA,NA
NA,0,583 Greeley Road,Springfield,43.315235,-72.428467
NA,0,1040 W. Glover Road,Irasburg,44.774467,-72.272972
NA,0,337 VT RT 110,Orange,44.125331,-72.427816
NA,0,1792 Hinman Settler Road,Newport,44.921379,-72.150108
Home Yard,2,1040 Cartlon Hill Road,Woodstock,43.602168,-72.541997
NA,0,5142 Pomfret Road,North Pomfret,43.70457,-72.515523
NA,0,1068 Rushford Valley Road,Montgomery Center,44.823371,-72.578472
NA,0,20 Queensbury Road,South Burlington,44.475534,-73.171546
NA,0,1081 Silver Ridge Road,Hyde Park,44.59222,-72.594673
Home Yard,1,46 Munson Road,Hyde Park,44.602055,-72.541939
Home Yard,2,619 Townsend Dam Road,Townsend,43.020938,-72.752961
Beeautiful Gardens,1,301 Townshend Dam Road,Wardsboro,43.016445,-72.751312
Russo Yard,32,Coon Point Road,South Alburg,NA,NA
Home Yard,2,4646 Kirby Mountain Road,Concord,44.498093,-71.911632
Home Yard,3,1443 North Orwell Road,Shoreham,43.871887,-73.276535
Home Yard,1,1081 West Hill Road,Rochester,43.860494,-72.916732
Home Yard,0,5 Jackson Lane,Milton,44.610391,-73.172333
Home Yard,2,2921 Collins Mill Road,Newport Center,44.883208,-72.335611
Home Yard,2,34 Homestead Lane,Waterbury Center,44.359952,-72.717558
Home Yard,2,120 Bridge Street,Huntington,44.324893,-72.984539
Home Yard,12,450 Bert White Road,Huntington,44.323235,-72.955369
Carolyn's Bee Forest,2,1086 Goshen Road,Bradford,44.005536,-72.136346
Home Yard,1,197 Hill Road,Dummerston,42.919472,-72.643799
Uncle Buck's Yard,1,Hill West Road,Montgomery,NA,NA
Uncle Rudy's Yard,1,283 Kane Road,Enosburg Falls,44.907426,-72.902076
Jody's Yard,1,199 Riley Road,Enosburg Falls,44.867512,-72.871505
Out Yard,1,827 Somerhill Road,West Barnet,44.31757,-72.12149
Home Yard,2,83 Adams School Road,Grand Isle,44.720568,-73.325897
Home Yard,3,3285 Back Coventry Road,Irasburg,44.851723,-72.2957
Out Yard,1,187 Liberty Farm Road,West Woodstock,43.602243,-72.574031
Home Yard,1,8 Mountain View Street,Fairfax,44.662919,-73.013839
Home Yard,4,794 Stone Bridge Road,Georgia,44.712429,-73.171028
Home Yard,4,135 Sweetwater Lane,East Burke,44.59269,-71.946907
Home Yard,9,27 Old Maple Lane,Danby,43.350054,-73.033438
Out Yard #2,1,4218 Spear Street,Charlotte,44.298852,-73.185591
Out Yard #3,2,Valley View Drive,Charlotte,44.322439,-73.183089
Brown Yard,6,Blissville Road,Castleton,43.599989,-73.232235
Home Yard,2,228 Fletcher Hill Road,Chester,43.278098,-72.552493
Home Yard,1,30 Generous Street,Brattleboro,42.837817,-72.564073
Home Yard,0,39 Bartelink Road,Roxbury,44.107572,-72.732673
Home Yard,1,2 Hoover Street,Springfield,43.304876,-72.484441
Out Yard,4,260 Asa Grout Lane,Perkinsville,43.373319,-72.477444
Home Yard,1,2187 North Williston Road,Williston,44.462963,-73.049583
Home Yard,3,199 Beckley Hill Road,Barre,44.21314,-72.50907
Home Yard,3,723 Stannard Road,Sandgate,43.147792,-73.199424
Home Yard,3,382 Staples Road,Danby,43.368252,-73.014641
Home Yard,1,3316 Elm Street,Montpelier,44.303303,-72.579575
Home Yard,4,852 Water Andric Road,Danville,44.395002,-72.067255
Home Yard,3,3727 VT RT 15,Jeffersonville,44.645134,-72.855095
Walker Yard,2,12 Truax Road,Milton,44.659878,-73.147767
Home Yard,9,10 Klondike Road,Chelsea,43.984663,-72.509119
East Randolph Yard,3,East Randolph Road,Chelsea,NA,NA
Tunbridge Yard,3,475 VT RTE 110,N. Tunbridge,43.912308,-72.481758
Home Yard,1,190 Monroe Way,Waltham,44.142738,-73.218781
Home Yard,2,440 Cram Hill Road,Roxbury,44.051418,-72.740013
Home Yard,1,434 King Road,Bakersfield,44.786733,-72.789997
Home Yard,10,410 Ridgeline Road,Panton,44.135184,-73.355264
Sam Mazza Farm,18,277 Lavign Road,Colchester,44.527872,-73.200386
Home Yard,2,70 Murray Hill Drive,Montpelier,44.265793,-72.559425
Home Yard,3,4426 VT RT 100,Duxbury,44.306885,-72.768295
Home Yard,1,527 Center of Town Road,White River Junction,43.659332,-72.381729
Home Yard,2,859 Brockway Mills Road,Springfield,43.245134,-72.494659
North Shore Apiary,2,Starr Farm Road,Burlington,44.514112,-73.269174
Home Yard,1,Sterling Hill Road,South Barre,44.173269,-72.498769
Home Yard,4,66 Cherry Lane,Burlington,44.461327,-73.21171
Home Yard,1,1222 Page Pond Road,Craftsbury,44.711117,-72.347801
Home Yard,1,2606 Main Street,Cabot,44.398758,-72.319466
Out Yard,3,1466 Mill Village Road,Craftsbury Common,44.68034,-72.372169
Home Yard,3,1753 Chase Hollow Road,Bradford,44.037144,-72.154993
Home Yard,2,142 Whitney Hill Road,Brookline,43.046932,-72.596313
Home Yard,3,4486 Glenn Road,Coventry,44.885066,-72.180142
Home Yard,4,12 Parks Road,Saint Johnsbury,44.436735,-71.980066
Blodgett Road,48,NA,NA,42.763808,-72.482731
Miller Farm Yard,24,1733 Fort Bridgman Road,Vernon,42.787024,-72.519937
NA,48,40 Victoria Drive,Vernon,42.799554,-72.557722
NA,48,Interstate 91,Dummerston,42.901767,-72.532659
Home Yard,1,934 Rowell Hill Rod,Berlin,44.221199,-72.620911
Home Yard,3,196 Lovers Lane,Northfield,44.121738,-72.660645
Home Yard,0,17 Harrison Avenue,Montpelier,44.261178,-72.565876
Congo Yard,1,2 McKinley Street,Montpelier,44.257253,-72.561575
Summer Home,1,882 Old Kings Highway,N. Pomfret,43.709998,-72.486334
Hunger Mountain Farm,3,1509 Barrows Road,Stowe,44.45105,-72.726677
Faye's Corner Yard,12,115 East Hill Road,Richmond,44.401694,-73.041819
Lynn's Bees,2,3173 Harbor Road,Shelburne,44.416609,-73.252764
The Bee Shaman Apiary,12,2187 Cole Hill Road,Morrisville,44.538803,-72.666406
Home Yard,1,35 Helvi Hill Road,Mendon,43.657067,-72.922056
Home Yard,1,53 Varney Road,Jericho,44.471013,-72.980817
Peace & Plenty Farm,2,1699 Town Farm Road,Ludlow,43.343366,-72.707543
Yard #2,4,Metcalf Pond Road,Fletcher,44.711176,-72.872088
Shulumbia's Yard,28,West Shore Road,Isle La Motte,44.886526,-73.34816
Home Yard,1,3458 Elmore Pond Road,Elmore,44.544357,-72.518242
Home Yard,1,78 Main Street,Plainfield,44.277446,-72.420161
Home Yard,3,1500 Skiparee Road,North Pownal,42.827011,-73.259033
Home Yard,4,126 East Hill Road,Middlesex,44.321335,-72.626495
Home Yard,1,144 Sugar House Lane,Morrisville,44.509682,-72.636284
Twin Rivers,4,3173 VT RT 313,West Arlington,43.096502,-73.204436
Home Yard,4,22 West Meadow Court,Pownal,42.796752,-73.227237
Foster Hill Farm,2,823 Foster Hill Road,East Calais,44.400589,-72.434593
Home Yard,3,207 Wentworth Road,Bolton Valley,44.418647,-72.851259
Home Yard,4,2111 Mt. Philo Road,Charlotte,44.325146,-73.221077
Home Yard,1,288 Flynn Avenue,Burlington,44.455889,-73.21572
Home Yard,1,817 Coy Hill Road,Middletown Springs,43.477021,-73.121028
NA,1,303 Mayo Road,Colchester,NA,NA
Home Yard,6,948 Wylie Hill Road,Craftsbury,44.679008,-72.384399
Home Yard,1,10 Old Route 110,South Royalton,43.831107,-72.514747
Tobias Funke,1,356 Glastenview Drive,Shaftsbury,42.956722,-73.215764
Home Yard,1,32 Russell Street,Burlington,44.485834,-73.206743
Home,1,2326 VT Route 109,Waterville,44.712613,-72.756801
Home Yard,17,263 Burns Road,Bomoseen,43.720792,-73.226967
Flower Hill,1,2766 Windham Hill Road,West Townshend,43.12212,-72.710785
Home Yard,3,712 Chamberlin Road,Northfield,44.144161,-72.711901
Home Yard,1,68 Farm House Lane,North Hero,44.788677,-73.291519
Home Yard,3,428 Justin Morgan Drive,Colchester,44.553883,-73.172931
Home Yard,2,206 Lavallee Lane,Williston,44.454758,-73.063606
Lakeside Apiary,1,5856 RT 125,Addison,44.02999,-73.403366
Gleason Yard,4,306 South Main,Northfield,44.144379,-72.656723
Drown Yard,8,3315 Union Brook Road,Northfield,44.179188,-72.718688
Home Yard,2,3192 Richmond Road,Hinesburg,44.368168,-73.066765
Home Yard,2,48 Wildwood Acres Road,Newfane,42.95124,-72.647803
Home Yard,3,179 Owls Head Lane,Stowe,44.446252,-72.687028
Home Yard,1,466 Vail Road,Sudbury,43.829098,-73.201378
Home Yard,2,5235 VT RT 12,Braintree,44.004852,-72.654381
Home Yard,2,510 Wright Road,Newport Center,44.882327,-72.346368
Home Yard,1,27 Washington Street,Burlington,44.488228,-73.224027
Home Yard,1,613 VT RT 105W,North Troy,44.991623,-72.383756
Home Yard,2,269 Jigger Hill Road,South Royalton,43.848259,-72.499361
NA,2,601 State Line Road,N. Bennington,42.955194,-73.273667
Burlington Cohousing,2,4 East Village Drive,Burlington,44.47763,-73.189373
Home Yard,1,734 Peacham - Danville Road,Peacham,44.359795,-72.171318
Home Yard,1,148 Plains Road,Jericho,44.487098,-72.989889
Home Yard,1,2420Scott Highway,South Ryegate,44.186892,-72.138072
Home Yard,3,3501 Old County Road South,Waterford,44.362404,-71.890671
Home Yard,3,1646 Sweet Hollow Road,Sheldon  Springs,44.885952,-72.999161
Home Yard,1,3042 Sweet Pond Road,Guilford,42.750332,-72.635551
Home Yard,8,7 Stewart Street,Fairfax,44.6673,-73.023763
Shelburn Farms Honey,2,1611 Harbor Road,Shelburne,44.39353,-73.270483
Home Yard,1,1905 Mud City Loop,Morrisville,44.565165,-72.67285
Home Yard,2,799 Kirby Hollow Road,Dorset,43.268401,-73.094297
Home Yard,3,186 Town Farm Road,Tunbridge,43.871464,-72.465233
Home Yard,1,114 Blodgett Street,Brookfield,43.998291,-72.613441
Home Yard,6,297 Ursa Ridge Road,Brattleboro,42.858432,-72.567031
Home Yard,2,493 Stillmeadow Lane,Addison,44.046357,-73.422155
Home Yard,3,157 South Reading Road,Proctorsville,43.425842,-72.622513
Home Yard,2,1292 West Road,Bennington,42.879902,-73.236465
Out Yard,2,81 Lavallee Lane,Williston,44.454821,-73.065455
Blue Heron Farm,32,Quaker Road,Grand Isle,44.713,-73.33279
Home Yard,1,270 Overlea Road,North Bennington,42.927788,-73.22271
Home Yard,1,30 Buxton Avenue,Middletown Springs,43.478593,-73.122933
Out Yard,2,124 South Street,Middletown Springs,43.475978,-73.12069
Out Yard,4,72 Sundog Lane,Middletown Springs,43.487873,-73.142446
Dodge Yard,5,North Road,Castleton,43.620846,-73.180425
Book Yard,30,Book Road,West Haven,43.649041,-73.345714
Hadeka Yard,0,Staso Road,Castleton,43.5982,-73.1685
Pacyna Yard,0,416 Upper Road,South Poultny,43.48696,-73.23575
Home Yard,1,5235 VT RT 12,Braintree,44.004852,-72.654381
Home Yard,1,4067 Weathersfield Center Road,Perkinsville,43.398895,-72.461571
Home Yard,2,423 Goodwin Mountain Lane,Orleans,44.775997,-72.03965
Home Yard,7,30 Whipple Road,South Hero,44.617218,-73.29686
Home Yard,2,370 New Boston Road,Norwich,43.748314,-72.312912
Home Yard,3,165 Clark Road,Stowe,44.438146,-72.699816
Out Yard,3,251 Govenor Chittenden Road,Williston,44.449577,-73.054947
Home Yard,1,668 Cherry Tree Hill Road,East Montpelier,44.270161,-72.499374
Home Yard,2,21 Orchard Terrace,Essex Junction,44.487895,-73.116961
North Street Yard,12,1904 North Street,Wells,43.444231,-73.206561
Home Yard,2,960 Pond Road,Fletcher,44.723,-72.884001
Home Yard,1,450 Oak Knoll Road,Williston,44.428467,-73.107758
Home Yard,6,2901 RT 7B Central,North Clarendon,43.553284,-72.959315
Home Yard,2,2128 Brockways Mill Road,Rockingham,43.207191,-72.517052
Home Yard,1,119 Hastings Cove Road,Manchester Center,43.164257,-73.034775
Home Yard,4,78 Songbird Meadows,Dorset,43.269081,-73.088547
Home Yard,2,18 Elm Street,Norwich,43.712933,-72.30941
Home Yard,5,3695 Hartland Hill Road,Woodstock,43.61099,-72.493853
Home Yard,2,37 Moccasin Avenue,Grand Isle,44.733345,-73.320198
Starlit Hill Farm,2,1126 Jefferson Hill Road,South Ryegate,44.168703,-72.149776
Home Yard,3,314 Hidden Heights Road,Enosburg Falls,44.876457,-72.666626
Home Yard,22,30 Bush Lane,Brookline,42.991066,-72.620743
Morrison Yard,6,7 Grassy Brook Road,Brookline,42.996452,-72.637909
1,1,141 Roizin Road,Bennington,42.821312,-73.222439
Home Yard,2,297 Wildwood West Road,Charlotte,44.370181,-73.209046
NA,1,42 Lovers Lane,Grand Isle,44.738999,-73.276792
Howling Hill Hives,1,633 Piette Meadow Road,Hinesburg,44.334763,-73.081169
1,2,2111 Green Bush Road,North Ferrisburgh,44.256458,-73.123477
Home Yard,2,369 South Street,Middletown Springs,43.461385,-73.109993
1,3,1434 McKinley Avenue,Rutland,43.638262,-72.998436
Home Yard,1,404 Vail Road,Bennington,42.896224,-73.231236
NA,2,2298 Mount Anthony Road,North Pownal,42.849171,-73.252459
NA,6,5 Henry Street,Bellows Falls,43.131706,-72.445321
NA,1,107 River Street,Bennington,42.881986,-73.201605
1,1,84 Ruby Road,Poultney,43.47448,-73.240891
NA,1,105 Smittybrook Road,Milton,44.708866,-73.148209
Maplewood Yard,2,50 Pelkey Road,Springfield,43.33536,-72.495364
Home Yard,5,84 West Shore Road,North Hero,44.783283,-73.311325
5 Hearths Apiary,2,5936 VT RT 30,Pawlet,43.343636,-73.178207
Bob 1,2,340 School Road,Barre,44.228396,-72.520323
Home Yard,8,277 Collins Road,West Berkshire,NA,NA
Hildene Yard,5,1005 Hildene Road,Manchester,43.140954,-73.081002
Hazel's Honey,2,2 Shore Drive,Tunbridge,43.882458,-72.516617
Home Yard,2,249 Partridge Hill,Randolph,43.932449,-72.67395
Home Yard,3,2246 Tyler Bridge Road,Bristol,44.265566,-73.10138
Werner Tree Farm,2,429 Painter Road,Middlebury,44.031395,-73.13958
Gilbert Tree Farm,1,1865 Weir Road,Williamstown,44.091808,-72.584723
Hidden Steps Gardens,1,176 Elm Street,Barre,44.200361,-72.495996
Home Yard,1,1541 Tucker Hill Road,Fayston,44.165306,-72.868721
Home Yard,3,89 Hog Farm Road,Putney,43.01454,-72.542043
Home Yard,1,4479 Pepper Road,Washington,44.0273,-72.437222
Still Meadow Farm,1,22 Boyce Road,Williamstown,44.089355,-72.560677
1,3,2722 Borough Hill Road,Monkton,44.205835,-73.127489
1,1,6 McLam Lane,Barnet,44.310997,-72.132401
Bristol Town,1,75 Hemlock Drive,Bristol,44.156006,-73.104485
1,3,438 Gallison Hill Road,Montpelier,44.242737,-72.536118
Home Yard,1,2147 Rousseau Road,Bethel,43.787288,-72.630765
Bazarian Bees,2,1155 Safford Rd,Quechee/ Hartford,43.682135,-72.424852
NA,1,2002 Terry Hill Road,Fairlee,43.906307,-72.174934
NA,1,1248 Sugarbush Access Road,Warren,NA,NA
1,2,2361 North Williston Road,Williston,44.465191,-73.048035
Home,1,P O Box 216,Dorset,NA,NA
Home,1,207 Pleasant Street,Bennington,42.879079,-73.194126
Home,8,1655 Turnpike Road,Norwich,43.787842,-72.343163
Sequist,1,49 Bennett Lane,Stowe,44.481213,-72.642769
Home,2,1504 Scottsville Road,Danby,43.397434,-73.018539
Home Yard,3,2506 Highgate Road,St Albans,44.918417,-73.121389
Home yard,3,975 Carter Hill Road,Highgate Center,NA,NA
Backyard Bees,1,441 Piney Woods Road,Monkton,44.201369,-73.133314
Jax's Bees,2,1105 Main Road,Richmond,44.400951,-72.974488
Home,2,8 Brooks Ave,Essex Junction,44.500795,-73.127993
Home,2,398 McCarthy Lane,West Rutland,43.518379,-73.029388
Home Yard,2,881 Clay Point Road,Colchester,44.5922,-73.212288
Home,2,P O Box 326,Barre,NA,NA
HOS First,1,49 State Street,Windsor,43.480469,-72.388985
Home,1,2572 Gilman Rd,Hinesburg,NA,NA
Home,1,190 Adams Street,Rutland,NA,NA
Home,2,P O Box 613,Manchester,NA,NA
Home,1,124 Lane Road,Dorset,43.24147,-73.091286
Bennington Town,1,136 Frost Lane,Bennington,42.83717,-73.195534
Home,2,P O Box 216,Bridgewater Corners,NA,NA
Home,1,259 Simpson Brook Road,Townshend,43.073978,-72.655937
Home,1,388 Bovat Road,Fairfax,44.698185,-73.074486
Home,2,15 Alton Drive,East Thetford,NA,NA
Home,3,1267 Tinmouth Road,Danby,43.373028,-73.045876
Home,1,Farnham Drive,Tunbridge,43.914379,-72.509171
Home,1,1827 Baptist Street,Williamstown,44.106971,-72.503157
1,3,56 Baker Street,Alburgh,44.977993,-73.308226
Home,2,160 Worcester Mountain View Drive,Waterbury Center,44.39337,-72.706003
home,3,157 Cambridge Road,Cambridge,44.644822,-72.895495
Home Yard,1,1530 Hardwood Flats Road,Elmore,NA,NA
Home,1,1316 Kittredge Rd,Danville,44.42766,-72.176406
Home,2,119 Northview Drive,Northfield,44.162167,-72.6483
Milton,0,Sanderson Road,Burlington,NA,NA
137 Deer Creek Lane,3,Deer Creek Lane,Richmond,NA,NA
Home,1,358 Silver Street,Hinesburg,NA,NA
Home,2,55 Bedford Road,Vergennes,44.16242,-73.219322
Homeyard,2,41 Osborne Road,Barre,44.193962,-72.468315
Home,1,454 Meadow lane,Richmond,44.431621,-73.003916
Home,2,1058 Sunset Hill Road,Williston,44.41766,-73.107231
Yard,2,37 Longmeadow Camp Road,Grand Isle,44.716385,-73.285065
Quechee,2,23 Spaulding Lane,Woodstock,43.652526,-72.466266
Querrard 1,3,92 Spencer Hill Road,Bloomfield,44.755396,-71.633946
Field/Silos,18,Saxtons River Road,Cambridgeport,43.151178,-72.556728
Yard,4,79 Jensen Road,Barre,44.19472,-72.528125
Weis Batty Bees,6,same as mailing address,West Wardsboro,42.961732,-72.886993
GL Darling Apiary,2,966 Gilbert Road,Williamstown,44.112151,-72.5203
Yard,2,106 Jonesville Estates,Richmond,44.378921,-72.944848
Home,1,82 North Road,Westford,44.627229,-73.030827
Abigail Honey Shack,2,7 Watson Hill Road,West Topsham,44.085414,-72.273463
Churchman,1,15 Gray Way,Essex Junction,44.523476,-72.999486
Home/Yard,2,160 Anderson Road,Chester,43.214039,-72.572708
Norton Apiary/Woods,2,330 Rice Mtn. Road,Warren,44.062465,-72.817143
Home/Yard,1,220 Ridge Road,Randolp Center,43.952148,-72.608528
Field/Yard,1,45 Covered Bridge Road,Danville,44.376965,-72.121355
Blackburn Yard,4,2619Upper Road,Plainfield,44.23531,-72.432045
Home,1,921 Kittridge Pasture Road,Reading,43.512764,-72.593781
Yard,1,272 Shellhouse Mt. Road,Ferrisburg,44.206866,-73.226761
Backyard Bees/Yard,4,898 VT Rt. 105,Sheldon,44.894671,-73.008525
Jessup via Sheri Englert,1,1398 West Hill Road,West Berlin,44.197668,-72.659159
Field,2,20 Ironwood Road,St Albans,44.81563,-73.177341
REFS1,1,776 Glover Road,Barton,44.737648,-72.183228
Home,4,45 Green Acres Drive,Burlington,44.513492,-73.255377
Home,1,23 Wallace Farm Road,Norwich,43.760487,-72.38295
Buck Mountain Maple Farm,5,3796 Green Street,Waltham,44.119615,-73.212193
Home,4,45 Churchill Road,Websterville,44.20559,-72.502863
Palmer Hill Road,4,1026 Palmer Hill Road,Waitsfield,44.174866,-72.78399
1,2,370 Richard Woolcutt Road,Wolcott,44.550245,-72.520503
Home Yard,1,32 Chittenden Drive,Burlington,44.464451,-73.206377
1,1,1325 Poor Farm Road,Washington,44.067856,-72.484283
Sedlock,4,1177 N Mason Hill Road,Pownal,42.761629,-73.206316
