ID,Treatment,dil.factor,well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.341,Amp,UNKNOWN,12.604,12.604,0,2819805,2819805,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,9,FALSE,109
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.35,Amp,UNKNOWN,16.161,16.161,0,261226.38,261226.38,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,12,FALSE,112
#N/A,#N/A,#N/A,D11,Gblock,BQCV,1.36,Amp,UNKNOWN,17.56,17.56,0,102458.94,102458.94,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,13,FALSE,117
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.316,Amp,UNKNOWN,17.061,17.061,,143037.55,143037.55,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,13,FALSE,122
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.351,Amp,UNKNOWN,8.697,8.697,0,2.87E+07,2.87E+07,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,4,FALSE,81
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.355,Amp,UNKNOWN,7.757,7.757,0,5.28E+07,5.28E+07,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,4,FALSE,82
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.344,Amp,UNKNOWN,12.978,12.978,0,1796442.8,1796442.8,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,8,FALSE,107
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.337,Amp,UNKNOWN,15.663,15.663,0,315810.1,315810.1,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,12,FALSE,108
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.332,Amp,UNKNOWN,11.962,11.962,0,3467923.5,3467923.5,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,9,FALSE,109
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.351,Amp,UNKNOWN,15.545,15.545,0,340841.47,340841.47,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,12,FALSE,112
#N/A,#N/A,#N/A,A11,Gblock,DWV,1.359,Amp,UNKNOWN,17.334,17.334,0,107035.65,107035.65,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,13,FALSE,117
#N/A,#N/A,#N/A,E12,Gblock,DWV,1.327,Amp,UNKNOWN,13.55,13.55,0,1240587.1,1240587.1,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,10,FALSE,119
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.331,Amp,UNKNOWN,16.664,16.664,,165209.73,165209.73,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,12,FALSE,122
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,39,TRUE,81
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,39,TRUE,82
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,39,TRUE,107
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,39,TRUE,108
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,39,TRUE,109
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,39,TRUE,112
#N/A,#N/A,#N/A,G11,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,39,TRUE,117
#N/A,#N/A,#N/A,H12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,0,0,0,0,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.237,TRUE,3,39,TRUE,119
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,,,,,,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,39,FALSE,122
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,39,TRUE,81
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,82
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,39,TRUE,107
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,39,TRUE,108
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.063,TRUE,3,39,TRUE,109
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.066,TRUE,3,39,TRUE,112
#N/A,#N/A,#N/A,E11,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,39,TRUE,117
#N/A,#N/A,#N/A,F11,No Sample,BQCV,0,No Amp,NTC,Undetermined,0,0,0,0,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.148,TRUE,3,39,TRUE,119
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,,,,,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.108,TRUE,3,39,FALSE,122
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.095,TRUE,3,39,TRUE,82
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.11,TRUE,3,39,TRUE,107
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,108
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,TRUE,109
#N/A,#N/A,#N/A,B12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,112
#N/A,#N/A,#N/A,B11,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,117
#N/A,#N/A,#N/A,F12,No Sample,DWV,0,No Amp,NTC,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
#N/A,#N/A,#N/A,B12,No Sample,DWV,0.977,No Amp,NTC,38.77,,,,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.088,TRUE,3,35,FALSE,122
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.422,Amp,UNKNOWN,16.883,16.883,,310545.88,310545.88,,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,11,FALSE,123
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.33,Amp,UNKNOWN,15.837,15.837,,324492.38,324492.38,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,11,FALSE,123
#N/A,#N/A,#N/A,A12,Gblock,DWV,1.332,Amp,UNKNOWN,15.844,15.844,,280824.94,280824.94,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,12,FALSE,123
10.12,10,14.504,E1,I-83,ACTIN,1.425,Amp,UNKNOWN,15.147,15.071,0.108,947244.2,995947.94,68877.49,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,9,FALSE,123
10.12,10,14.504,F1,I-83,ACTIN,1.41,Amp,UNKNOWN,14.995,15.071,0.108,1044651.7,995947.94,68877.49,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,9,FALSE,123
10.12,10,14.504,C1,I-83,BQCV,1.299,Amp,UNKNOWN,27.364,27.272,0.13,145.353,154.868,13.457,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.12,10,14.504,D1,I-83,BQCV,1.296,Amp,UNKNOWN,27.18,27.272,0.13,164.383,154.868,13.457,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.12,10,14.504,A1,I-83,DWV,0,No Amp,UNKNOWN,Undetermined,34.304,,1.53E+10,1.813,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.12,10,14.504,B1,I-83,DWV,1.306,Amp,UNKNOWN,34.304,34.304,,1.813,1.813,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,30,FALSE,123
10.13,10,9.2825,E2,I-84,ACTIN,1.412,Amp,UNKNOWN,15.401,15.452,0.073,804799.7,778909.3,36614.53,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.13,10,9.2825,F2,I-84,ACTIN,1.421,Amp,UNKNOWN,15.504,15.452,0.073,753018.94,778909.3,36614.53,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.13,10,9.2825,C2,I-84,BQCV,1.302,Amp,UNKNOWN,27.239,27.463,0.316,157.984,137.555,28.892,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.13,10,9.2825,D2,I-84,BQCV,1.313,Amp,UNKNOWN,27.687,27.463,0.316,117.125,137.555,28.892,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.13,10,9.2825,A2,I-84,DWV,1.298,Amp,UNKNOWN,33.935,32.908,1.452,2.302,5.501,4.524,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,29,FALSE,123
10.13,10,9.2825,B2,I-84,DWV,1.31,Amp,UNKNOWN,31.881,32.908,1.452,8.7,5.501,4.524,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,27,FALSE,123
10.14,10,10.753,E3,I-85,ACTIN,1.425,Amp,UNKNOWN,15.773,15.821,0.068,633484.9,614607.3,26696.86,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.14,10,10.753,F3,I-85,ACTIN,1.418,Amp,UNKNOWN,15.869,15.821,0.068,595729.8,614607.3,26696.86,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.14,10,10.753,C3,I-85,BQCV,1.307,Amp,UNKNOWN,27.96,27.855,0.148,97.583,104.915,10.369,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,24,FALSE,123
10.14,10,10.753,D3,I-85,BQCV,1.319,Amp,UNKNOWN,27.75,27.855,0.148,112.247,104.915,10.369,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.14,10,10.753,A3,I-85,DWV,1.302,Amp,UNKNOWN,34.074,34.106,0.045,2.103,2.061,0.06,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,30,FALSE,123
10.14,10,10.753,B3,I-85,DWV,1.317,Amp,UNKNOWN,34.138,34.106,0.045,2.019,2.061,0.06,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,30,FALSE,123
10.15,10,11.9695,E4,I-86,ACTIN,1.424,Amp,UNKNOWN,15.795,15.854,0.084,624647.5,601811.44,32295.096,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.15,10,11.9695,F4,I-86,ACTIN,1.418,Amp,UNKNOWN,15.913,15.854,0.084,578975.4,601811.44,32295.096,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.15,10,11.9695,C4,I-86,BQCV,1.311,Amp,UNKNOWN,27.337,27.115,0.313,148.014,173.565,36.133,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,23,FALSE,123
10.15,10,11.9695,D4,I-86,BQCV,1.321,Amp,UNKNOWN,26.893,27.115,0.313,199.115,173.565,36.133,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.15,10,11.9695,A4,I-86,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.15,10,11.9695,B4,I-86,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.16,10,14.8435,E5,I-87,ACTIN,1.422,Amp,UNKNOWN,15.822,15.834,0.017,613900.06,609247.4,6579.954,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.16,10,14.8435,F5,I-87,ACTIN,1.425,Amp,UNKNOWN,15.846,15.834,0.017,604594.6,609247.4,6579.954,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.16,10,14.8435,C5,I-87,BQCV,1.325,Amp,UNKNOWN,26.88,26.619,0.369,200.874,242.846,59.358,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.16,10,14.8435,D5,I-87,BQCV,1.308,Amp,UNKNOWN,26.358,26.619,0.369,284.818,242.846,59.358,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.16,10,14.8435,A5,I-87,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.16,10,14.8435,B5,I-87,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.18,10,11.981,E6,I-88,ACTIN,1.428,Amp,UNKNOWN,15.362,15.377,0.021,825062.6,817306.25,10969.124,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.18,10,11.981,F6,I-88,ACTIN,1.422,Amp,UNKNOWN,15.392,15.377,0.021,809549.94,817306.25,10969.124,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.18,10,11.981,C6,I-88,BQCV,1.316,Amp,UNKNOWN,26.501,26.754,0.358,258.914,221.68,52.657,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.18,10,11.981,D6,I-88,BQCV,1.32,Amp,UNKNOWN,27.008,26.754,0.358,184.446,221.68,52.657,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.18,10,11.981,A6,I-88,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.18,10,11.981,B6,I-88,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
10.20,10,8.883,E7,I-89,ACTIN,1.413,Amp,UNKNOWN,15.416,15.378,0.054,796903.25,816811.9,28155.053,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.20,10,8.883,F7,I-89,ACTIN,1.415,Amp,UNKNOWN,15.34,15.378,0.054,836720.5,816811.9,28155.053,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,10,FALSE,123
10.20,10,8.883,C7,I-89,BQCV,1.318,Amp,UNKNOWN,26.894,27.039,0.206,199.08,181.464,24.913,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.20,10,8.883,D7,I-89,BQCV,1.308,Amp,UNKNOWN,27.185,27.039,0.206,163.848,181.464,24.913,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,22,FALSE,123
10.20,10,8.883,A7,I-89,DWV,0.766,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,35,FALSE,123
10.20,10,8.883,B7,I-89,DWV,0,No Amp,UNKNOWN,Undetermined,,,1.53E+10,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,39,FALSE,123
#N/A,#N/A,#N/A,F12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,,,,,,36.5667,0.9988,-3.584,90.11565,TRUE,0.238,TRUE,3,39,FALSE,123
#N/A,#N/A,#N/A,D12,No Sample,BQCV,0,No Amp,NTC,Undetermined,,,,,,34.8074,0.9981,-3.4422,95.21442,TRUE,0.103,TRUE,3,39,FALSE,123
#N/A,#N/A,#N/A,B12,No Sample,DWV,1.305,Amp,NTC,35.346,,,,,,35.2228,0.993,-3.5567,91.05548,TRUE,0.097,TRUE,3,31,FALSE,123
