well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
H10,No Sample,ACTIN,1.353,Amp,UNKNOWN,27.119,20.455,6.361,432.683,511021.6,843768.3,36.5667,0.9988,-3.584,90.11565,TRUE,0.106,TRUE,3,22,FALSE,28
H11,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.106,TRUE,3,39,FALSE,28
A1,K1,DWV,1.319,Amp,UNKNOWN,33.81,33.81,NA,2.496,2.496,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,29,FALSE,27
A2,K2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,TRUE,27
A3,K3,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,FALSE,27
A4,K4,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,FALSE,27
A5,K5,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,FALSE,27
A6,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,FALSE,27
B1,K1,BQCV,1.324,Amp,UNKNOWN,22.025,22.025,NA,5170.629,5170.629,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,17,FALSE,27
B2,K2,BQCV,1.333,Amp,UNKNOWN,22.389,22.389,NA,4051.106,4051.106,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,18,FALSE,27
B3,K3,BQCV,1.32,Amp,UNKNOWN,22.329,22.329,NA,4218.216,4218.216,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,17,FALSE,27
B4,K4,BQCV,1.319,Amp,UNKNOWN,22.642,22.642,NA,3421.25,3421.25,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,18,FALSE,27
B5,K5,BQCV,1.288,Amp,UNKNOWN,21.704,21.704,NA,6407.969,6407.969,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,17,FALSE,27
B6,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.132,TRUE,3,39,FALSE,27
C1,K1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,FALSE,27
C2,K2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,FALSE,27
C3,K3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,FALSE,27
C4,K4,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,FALSE,27
C5,K5,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,FALSE,27
C6,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.25,TRUE,3,39,TRUE,27
D1,K1,ACTIN,1.447,Amp,UNKNOWN,17.892,17.892,NA,162433.19,162433.19,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,12,FALSE,27
D2,K2,ACTIN,1.459,Amp,UNKNOWN,17.419,17.419,NA,220030.55,220030.55,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,12,FALSE,27
D3,K3,ACTIN,1.449,Amp,UNKNOWN,18.284,18.284,NA,126226.24,126226.24,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,12,FALSE,27
D4,K4,ACTIN,1.459,Amp,UNKNOWN,18.219,18.219,NA,131633.78,131633.78,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,13,FALSE,27
D5,K5,ACTIN,1.457,Amp,UNKNOWN,16.557,16.557,NA,382832.7,382832.7,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,11,FALSE,27
D6,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,39,FALSE,27
E1,No Sample,DWV,1.365,Amp,UNKNOWN,10.765,22.162,9.907,7525163.5,1895500.2,3753202.2,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,6,FALSE,27
E2,No Sample,DWV,1.347,Amp,UNKNOWN,18.325,22.162,9.907,56349.69,1895500.2,3753202.2,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,13,FALSE,27
E3,No Sample,DWV,1.343,Amp,UNKNOWN,25.669,22.162,9.907,485.35,1895500.2,3753202.2,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,21,FALSE,27
E4,No Sample,DWV,1.345,Amp,UNKNOWN,33.889,22.162,9.907,2.372,1895500.2,3753202.2,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,29,FALSE,27
E5,No Sample,DWV,0,No Amp,UNKNOWN,Undetermined,22.162,9.907,1.53E+10,1895500.2,3753202.2,35.2228,0.993,-3.5567,91.05548,TRUE,0.148,TRUE,3,39,FALSE,27
F1,No Sample,ACTIN,1.468,Amp,UNKNOWN,12.669,20.07,7.631,4656107,1569823,2672931,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,7,FALSE,27
F2,No Sample,ACTIN,1.465,Amp,UNKNOWN,19.632,20.07,7.631,53101.67,1569823,2672931,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,14,FALSE,27
F3,No Sample,ACTIN,1.412,Amp,UNKNOWN,27.911,20.07,7.631,260.132,1569823,2672931,36.5667,0.9988,-3.584,90.11565,TRUE,0.256,TRUE,3,22,FALSE,27
A1,29,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,TRUE,29
A2,30,DWV,1.26,Amp,UNKNOWN,34.858,34.858,NA,1.266,1.266,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,32,FALSE,29
A3,31,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A4,32,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A5,33,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A6,34,DWV,1.214,Amp,UNKNOWN,34.677,34.677,NA,1.424,1.424,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,31,FALSE,29
A7,35,DWV,1.326,Amp,UNKNOWN,32.687,32.687,NA,5.165,5.165,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,29,FALSE,29
A8,36,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A9,66,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A10,No Sample,DWV,1.37,Amp,UNKNOWN,17.518,25.623,8.059,95052.016,31841.967,54742.008,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,14,FALSE,29
A11,No Sample,DWV,1.366,Amp,UNKNOWN,25.715,25.623,8.059,471.092,31841.967,54742.008,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,22,FALSE,29
A12,No Sample,DWV,1.349,Amp,UNKNOWN,33.636,25.623,8.059,2.794,31841.967,54742.008,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,30,FALSE,29
B1,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.042,TRUE,3,39,FALSE,29
A1,K6,DWV,1.302,Amp,UNKNOWN,29.405,29.405,NA,43.229,43.229,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,26,FALSE,30
A2,K7,DWV,1.3,Amp,UNKNOWN,27.739,27.739,NA,127.129,127.129,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,24,FALSE,30
A3,K8,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,39,FALSE,30
A4,K9,DWV,1.309,Amp,UNKNOWN,31.186,31.186,NA,13.649,13.649,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,28,FALSE,30
A5,K10,DWV,1.337,Amp,UNKNOWN,27.424,27.424,NA,155.87,155.87,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,24,FALSE,30
A6,K11,DWV,1.324,Amp,UNKNOWN,31.898,31.898,NA,8.608,8.608,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,28,FALSE,30
A7,K12,DWV,1.275,Amp,UNKNOWN,34.141,34.141,NA,2.014,2.014,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,31,FALSE,30
A8,K13,DWV,1.25,Amp,UNKNOWN,34.663,34.663,NA,1.437,1.437,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,31,FALSE,30
A9,K14,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,39,FALSE,30
A10,K15,DWV,0.863,Inconclusive,UNKNOWN,38.477,38.477,NA,0.122,0.122,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,35,FALSE,30
A11,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,39,FALSE,30
B1,No Sample,DWV,1.351,Amp,UNKNOWN,18.328,21.8,4.911,56266.67,28447.09,39342.832,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,15,FALSE,30
B2,No Sample,DWV,1.363,Amp,UNKNOWN,25.273,21.8,4.911,627.506,28447.09,39342.832,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,22,FALSE,30
B3,No Sample,DWV,0,No Amp,UNKNOWN,Undetermined,21.8,4.911,1.53E+10,28447.09,39342.832,35.2228,0.993,-3.5567,91.05548,TRUE,0.049,TRUE,3,39,FALSE,30
C1,K6,IAPV,0.48,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,TRUE,30
C2,K7,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C3,K8,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C4,K9,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C5,K10,IAPV,0.973,Inconclusive,UNKNOWN,37.411,37.411,NA,0.657,0.657,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,34,FALSE,30
C6,K11,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,30
C7,K12,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C8,K13,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C9,K14,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C10,K15,IAPV,1.269,Inconclusive,UNKNOWN,34.83,34.83,NA,3.456,3.456,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,32,FALSE,30
C11,66,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
C12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,30
D1,K6,BQCV,1.301,Amp,UNKNOWN,23.98,23.98,NA,1398.033,1398.033,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,20,FALSE,30
D2,K7,BQCV,1.322,Amp,UNKNOWN,28.348,28.348,NA,75.251,75.251,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,30
D3,K8,BQCV,1.302,Amp,UNKNOWN,25.074,25.074,NA,672.323,672.323,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,21,FALSE,30
D4,K9,BQCV,1.327,Amp,UNKNOWN,27.229,27.229,NA,159.05,159.05,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,23,FALSE,30
D5,K10,BQCV,1.325,Amp,UNKNOWN,28.262,28.262,NA,79.691,79.691,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,30
D6,K11,BQCV,1.329,Amp,UNKNOWN,25.932,25.932,NA,378.884,378.884,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,22,FALSE,30
D7,K12,BQCV,1.33,Amp,UNKNOWN,24.626,24.626,NA,907.497,907.497,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,20,FALSE,30
D8,K13,BQCV,1.34,Amp,UNKNOWN,24.1,24.1,NA,1289.974,1289.974,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,20,FALSE,30
D9,K14,BQCV,1.327,Amp,UNKNOWN,24.626,24.626,NA,907.397,907.397,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,20,FALSE,30
D10,K15,BQCV,1.33,Amp,UNKNOWN,28.28,28.28,NA,78.77,78.77,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,30
D11,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,39,FALSE,30
E1,29,BQCV,1.323,Amp,UNKNOWN,33.981,33.981,NA,1.738,1.738,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,30,FALSE,30
E2,30,BQCV,0.908,Inconclusive,UNKNOWN,39.125,39.125,NA,0.056,0.056,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,35,FALSE,30
E3,31,BQCV,1.327,Amp,UNKNOWN,25.108,25.108,NA,657.444,657.444,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,21,FALSE,30
E4,32,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,39,FALSE,30
E5,33,BQCV,0.606,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,35,FALSE,30
E6,34,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,2.53E+10,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,39,FALSE,30
E7,35,BQCV,1.323,Amp,UNKNOWN,28.107,28.107,NA,88.412,88.412,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,30
E8,36,BQCV,1.326,Amp,UNKNOWN,30.731,30.731,NA,15.281,15.281,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,26,FALSE,30
E9,66,BQCV,1.319,Amp,UNKNOWN,32.722,32.722,NA,4.034,4.034,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,28,FALSE,30
E10,No Sample,BQCV,1.349,Amp,UNKNOWN,19.769,27.071,6.961,23377.057,7829.017,13465.101,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,15,FALSE,30
E11,No Sample,BQCV,1.342,Amp,UNKNOWN,27.811,27.071,6.961,107.801,7829.017,13465.101,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,23,FALSE,30
E12,No Sample,BQCV,1.346,Amp,UNKNOWN,33.633,27.071,6.961,2.194,7829.017,13465.101,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,29,FALSE,30
F1,K6,ACTIN,1.443,Amp,UNKNOWN,16.196,16.196,NA,482738.12,482738.12,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,10,FALSE,30
F2,K7,ACTIN,1.446,Amp,UNKNOWN,16.571,16.571,NA,379331.3,379331.3,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F3,K8,ACTIN,1.425,Amp,UNKNOWN,16.805,16.805,NA,326454.3,326454.3,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F4,K9,ACTIN,1.427,Amp,UNKNOWN,16.772,16.772,NA,333442.28,333442.28,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F5,K10,ACTIN,1.435,Amp,UNKNOWN,16.995,16.995,NA,288920.97,288920.97,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F6,K11,ACTIN,1.439,Amp,UNKNOWN,16.956,16.956,NA,296291.84,296291.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F7,K12,ACTIN,1.434,Amp,UNKNOWN,16.432,16.432,NA,414907.9,414907.9,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F8,K13,ACTIN,1.443,Amp,UNKNOWN,15.781,15.781,NA,630484.3,630484.3,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,10,FALSE,30
F9,K14,ACTIN,1.45,Amp,UNKNOWN,16.779,16.779,NA,332042.1,332042.1,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F10,K15,ACTIN,1.439,Amp,UNKNOWN,16.478,16.478,NA,402926.78,402926.78,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
F11,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,39,FALSE,30
G1,29,ACTIN,1.435,Amp,UNKNOWN,17.124,17.124,NA,265921.78,265921.78,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
G2,30,ACTIN,1.445,Amp,UNKNOWN,18.297,18.297,NA,125182.63,125182.63,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,12,FALSE,30
G3,31,ACTIN,1.424,Amp,UNKNOWN,17.491,17.491,NA,210132.17,210132.17,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,12,FALSE,30
G4,32,ACTIN,1.43,Amp,UNKNOWN,16.992,16.992,NA,289540.84,289540.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
G5,33,ACTIN,1.438,Amp,UNKNOWN,17.369,17.369,NA,227243.33,227243.33,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
G6,34,ACTIN,1.423,Amp,UNKNOWN,16.742,16.742,NA,339933.56,339933.56,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
G7,35,ACTIN,1.448,Amp,UNKNOWN,18.224,18.224,NA,131175.84,131175.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,12,FALSE,30
G8,36,ACTIN,1.438,Amp,UNKNOWN,16.744,16.744,NA,339468.2,339468.2,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,11,FALSE,30
G9,66,ACTIN,1.444,Amp,UNKNOWN,17.546,17.546,NA,202851.84,202851.84,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,12,FALSE,30
G10,No Sample,ACTIN,1.463,Amp,UNKNOWN,14.053,22.358,8.563,1913506.1,642059.44,1101123.1,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,8,FALSE,30
G11,No Sample,ACTIN,1.453,Amp,UNKNOWN,21.866,22.358,8.563,12639.916,642059.44,1101123.1,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,16,FALSE,30
G12,No Sample,ACTIN,1.444,Amp,UNKNOWN,31.157,22.358,8.563,32.32,642059.44,1101123.1,36.5667,0.9988,-3.584,90.11565,TRUE,0.263,TRUE,3,25,FALSE,30
A1,67,DWV,1.313,Amp,UNKNOWN,29.606,29.606,NA,37.959,37.959,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,26,FALSE,31
A2,68,DWV,1.301,Amp,UNKNOWN,30.587,30.587,NA,20.104,20.104,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,27,FALSE,31
A3,69,DWV,1.278,Amp,UNKNOWN,31.435,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,TRUE,31
A4,70,DWV,1.31,Amp,UNKNOWN,25.914,25.914,NA,414.374,414.374,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,23,FALSE,31
A5,71,DWV,1.107,Amp,UNKNOWN,35.306,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,32,TRUE,31
A6,72,DWV,1.299,Amp,UNKNOWN,33.628,33.628,NA,2.808,2.808,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,31
A7,73,DWV,1.288,Amp,UNKNOWN,31.478,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,TRUE,31
A8,74,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,31
A9,75,DWV,1.185,Inconclusive,UNKNOWN,35.432,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,32,TRUE,31
A10,76,DWV,0.98,Inconclusive,UNKNOWN,37.443,37.443,NA,0.238,0.238,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,31
A11,77,DWV,1.303,Amp,UNKNOWN,33.784,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,TRUE,31
A12,78,DWV,0.651,Inconclusive,UNKNOWN,39.501,39.501,NA,0.063,0.063,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,31
B1,79,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,31
B2,80,DWV,0.864,Inconclusive,UNKNOWN,38.176,38.176,NA,0.148,0.148,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,31
B3,81,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,31
B4,82,DWV,0.775,Inconclusive,UNKNOWN,38.447,38.447,NA,0.124,0.124,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,31
B5,83,DWV,0.47,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,TRUE,31
B6,84,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,31
B7,85,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,31
B8,86,DWV,1.321,Amp,UNKNOWN,31.544,31.544,NA,10.825,10.825,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,FALSE,31
B9,87,DWV,1.329,Amp,UNKNOWN,26.302,26.302,NA,322.207,322.207,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,23,FALSE,31
B10,88,DWV,1.315,Amp,UNKNOWN,33.186,33.186,NA,3.738,3.738,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,31
B11,89,DWV,1.317,Amp,UNKNOWN,32.254,32.254,NA,6.832,6.832,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,29,FALSE,31
B12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,31
C1,67,BQCV,1.324,Amp,UNKNOWN,27.918,27.918,NA,100.337,100.337,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.123,TRUE,3,23,FALSE,31
C2,68,BQCV,1.323,Amp,UNKNOWN,30.574,30.574,NA,16.976,16.976,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.123,TRUE,3,26,FALSE,31
